a,z,k_h_Mpc,delta_A,theta_A,delta_B_or_substitute,theta_B,Phi,Q,deltaQ,curvature_proxy,conservation_residual
0.00010000000000000009,9998.99999999999,0.0001,1e-05,0.0,0.0,nan,-1.085247332403759e-06,0.0,0.0,-2.2480860009295748e-06,0.0
0.00010077112648825889,9922.477436927458,0.0001,1.0000000000233845e-05,-6.106755248718431e-14,0.0,nan,-1.0914539659985513e-06,0.0,0.0,-2.2418793674127302e-06,0.0
0.00010154819933712645,9846.540444120863,0.0001,1.0000000000941061e-05,-1.23250329782819e-13,0.0,nan,-1.097683685006121e-06,0.0,0.0,-2.2356496486408998e-06,0.0
0.00010233126440056487,9771.184540646407,0.0001,1.000000000213029e-05,-1.8656770175579336e-13,0.0,nan,-1.1039364336320887e-06,0.0,0.0,-2.2293969004113416e-06,0.0
0.0001031203678861276,9696.405279859619,0.0001,1.0000000003810324e-05,-2.510393721141661e-13,0.0,nan,-1.1102121543047244e-06,0.0,0.0,-2.2231211802987173e-06,0.0
0.00010391555635768725,9622.198249142839,0.0001,1.0000000005990108e-05,-3.16685353886138e-13,0.0,nan,-1.1165107876678703e-06,0.0,0.0,-2.2168225476621657e-06,0.0
0.00010471687673818289,9548.559069644887,0.0001,1.0000000008678738e-05,-3.835259734835145e-13,0.0,nan,-1.1228322725740764e-06,0.0,0.0,-2.2105010636521696e-06,0.0
0.00010552437631238814,9475.483396022726,0.0001,1.000000001188547e-05,-4.515818748016615e-13,0.0,nan,-1.129176546077959e-06,0.0,0.0,-2.2041567912171975e-06,0.0
0.00010633810272970286,9402.966916184929,0.0001,1.0000000015619722e-05,-5.208740233561123e-13,0.0,nan,-1.1355435434298204e-06,0.0,0.0,-2.197789795110087e-06,0.0
0.00010715810400696326,9331.00535103737,0.0001,1.000000001989107e-05,-5.914237104554235e-13,0.0,nan,-1.1419331980694709e-06,0.0,0.0,-2.191400141894219e-06,0.0
0.00010798442853127686,9259.594454230572,0.0001,1.0000000024709258e-05,-6.632525574107527e-13,0.0,nan,-1.1483454416203278e-06,0.0,0.0,-2.1849878999494245e-06,0.0
0.00010881712506287623,9188.730011909287,0.0001,1.0000000030084195e-05,-7.363825197816194e-13,0.0,nan,-1.1547802038837292e-06,0.0,0.0,-2.178553139477669e-06,0.0
0.00010965624273799758,9118.407842463715,0.0001,1.0000000036025964e-05,-8.108358916583198e-13,0.0,nan,-1.1612374128335236e-06,0.0,0.0,-2.1720959325084645e-06,0.0
0.00011050183107177965,9048.623796282807,0.0001,1.0000000042544814e-05,-8.866353099805546e-13,0.0,nan,-1.1677169946108923e-06,0.0,0.0,-2.1656163529040456e-06,0.0
0.00011135393996118493,8979.373755509449,0.0001,1.0000000049651175e-05,-9.638037588923735e-13,0.0,nan,-1.1742188735194352e-06,0.0,0.0,-2.1591144763642896e-06,0.0
0.00011221261968794542,8910.65363379736,0.0001,1.0000000057355653e-05,-1.0423645741335683e-12,0.0,nan,-1.1807429720205298e-06,0.0,0.0,-2.1525903804313547e-06,0.0
0.00011307792092152807,8842.459376070094,0.0001,1.0000000065669034e-05,-1.1223414474670137e-12,0.0,nan,-1.1872892107289264e-06,0.0,0.0,-2.146044144494085e-06,0.0
0.00011394989472212632,8774.786958281622,0.0001,1.0000000074602287e-05,-1.2037584311424399e-12,0.0,nan,-1.193857508408644e-06,0.0,0.0,-2.1394758497921185e-06,0.0
0.00011482859254367144,8707.632387179015,0.0001,1.000000008416657e-05,-1.2866399423959805e-12,0.0,nan,-1.2004477819691041e-06,0.0,0.0,-2.132885579419752e-06,0.0
0.00011571406623687046,8640.991700066676,0.0001,1.0000000094373227e-05,-1.3710107679860008e-12,0.0,nan,-1.2070599464615722e-06,0.0,0.0,-2.1262734183295037e-06,0.0
0.0001166063680522641,8574.860964572625,0.0001,1.0000000105233794e-05,-1.4568960687645198e-12,0.0,nan,-1.2136939150758416e-06,0.0,0.0,-2.119639453335423e-06,0.0
0.00011750555064331143,8509.236278416362,0.0001,1.0000000116760003e-05,-1.5443213842847157e-12,0.0,nan,-1.2203495991372355e-06,0.0,0.0,-2.112983773116099e-06,0.0
0.00011841166706949636,8444.113769178633,0.0001,1.0000000128963784e-05,-1.6333126374439342e-12,0.0,nan,-1.2270269081038654e-06,0.0,0.0,-2.106306468217396e-06,0.0
0.00011932477079945786,8379.48959407298,0.0001,1.0000000141857267e-05,-1.7238961391622614e-12,0.0,nan,-1.2337257495641848e-06,0.0,0.0,-2.0996076310549043e-06,0.0
0.00012024491571414658,8315.359939718865,0.0001,1.0000000155452785e-05,-1.8160985930967673e-12,0.0,nan,-1.2404460292348477e-06,0.0,0.0,-2.0928873559160804e-06,0.0
0.00012117215611000261,8251.721021916777,0.0001,1.0000000169762876e-05,-1.909947100390756e-12,0.0,nan,-1.2471876509588354e-06,0.0,0.0,-2.0861457389621235e-06,0.0
0.00012210654670216113,8188.569085424813,0.0001,1.0000000184800293e-05,-2.005469164458556e-12,0.0,nan,-1.2539505167039122e-06,0.0,0.0,-2.0793828782295187e-06,0.0
0.0001230481426276794,8125.900403737198,0.0001,1.0000000200577997e-05,-2.1026926958050143e-12,0.0,nan,-1.2607345265613503e-06,0.0,0.0,-2.0725988736313156e-06,0.0
0.00012399699944879165,8063.711278864296,0.0001,1.0000000217109168e-05,-2.2016460168801957e-12,0.0,nan,-1.2675395787449783e-06,0.0,0.0,-2.065793826958078e-06,0.0
0.0001249531731561874,8001.99804111443,0.0001,1.0000000234407202e-05,-2.3023578669686254e-12,0.0,nan,-1.2743655695905363e-06,0.0,0.0,-2.0589678418785314e-06,0.0
0.00012591672017231442,7940.757048877391,0.0001,1.0000000252485721e-05,-2.4048574071130768e-12,0.0,nan,-1.2812123935553174e-06,0.0,0.0,-2.052121023939923e-06,0.0
0.00012688769735470985,7879.984688409446,0.0001,1.0000000271358571e-05,-2.5091742250729877e-12,0.0,nan,-1.2880799432181563e-06,0.0,0.0,-2.0452534805680342e-06,0.0
0.00012786616199935346,7819.67737362021,0.0001,1.0000000291039824e-05,-2.6153383403167437e-12,0.0,nan,-1.2949681092796989e-06,0.0,0.0,-2.038365321066909e-06,0.0
0.00012885217184405037,7759.831545860932,0.0001,1.000000031154379e-05,-2.7233802090483617e-12,0.0,nan,-1.3018767805630133e-06,0.0,0.0,-2.0314566566182496e-06,0.0
0.00012984578507183636,7700.443673714602,0.0001,1.000000033288501e-05,-2.833330729267607e-12,0.0,nan,-1.308805844014503e-06,0.0,0.0,-2.0245276002805e-06,0.0
0.00013084706031441263,7641.510252787478,0.0001,1.0000000355078266e-05,-2.9452212458640923e-12,0.0,nan,-1.3157551847051586e-06,0.0,0.0,-2.0175782669875965e-06,0.0
