a,z,k_h_Mpc,delta_A,theta_A,Phi,Q,deltaQ,curvature_proxy,conservation_residual
0.00010000000000000009,9998.99999999999,0.0001,1e-05,0.0,-1.0974305808127648e-06,0.0,0.0,-2.235902752520569e-06,0.0
0.00010077112648825889,9922.477436927458,0.0001,1.000000000023573e-05,-6.155955845021934e-14,-1.1036872474723699e-06,0.0,0.0,-2.22964608593954e-06,0.0
0.00010154819933712645,9846.540444120863,0.0001,1.0000000000948635e-05,-1.2424053899736568e-13,-1.1099669616859036e-06,0.0,0.0,-2.2233663719636413e-06,0.0
0.00010233126440056487,9771.184540646407,0.0001,1.0000000002147406e-05,-1.880623616649478e-13,-1.1162696647319966e-06,0.0,0.0,-2.217063669317138e-06,0.0
0.0001031203678861276,9696.405279859619,0.0001,1.0000000003840878e-05,-2.530447802761469e-13,-1.1225952960969486e-06,0.0,0.0,-2.2107380385166774e-06,0.0
0.00010391555635768725,9622.198249142839,0.0001,1.0000000006038048e-05,-3.19207857504134e-13,-1.1289437934679923e-06,0.0,0.0,-2.204389541878024e-06,0.0
0.00010471687673818289,9548.559069644887,0.0001,1.0000000008748062e-05,-3.865719689032468e-13,-1.135315092726781e-06,0.0,0.0,-2.198018243522573e-06,0.0
0.00010552437631238814,9475.483396022726,0.0001,1.0000000011980225e-05,-4.551578069758582e-13,-1.1417091279431013e-06,0.0,0.0,-2.1916242093836402e-06,0.0
0.00010633810272970286,9402.966916184929,0.0001,1.0000000015744002e-05,-5.24986385275087e-13,-1.1481258313688554e-06,0.0,0.0,-2.1852075072124783e-06,0.0
0.00010715810400696326,9331.00535103737,0.0001,1.0000000020049022e-05,-5.960790425429356e-13,-1.154565133432256e-06,0.0,0.0,-2.1787682065840846e-06,0.0
0.00010798442853127686,9259.594454230572,0.0001,1.0000000024905077e-05,-6.684574468843198e-13,-1.161026962732296e-06,0.0,0.0,-2.17230637890273e-06,0.0
0.00010881712506287623,9188.730011909287,0.0001,1.0000000030322129e-05,-7.421435999764366e-13,-1.1675112460334487e-06,0.0,0.0,-2.1658220974072607e-06,0.0
0.00010965624273799758,9118.407842463715,0.0001,1.000000003631031e-05,-8.17159841313937e-13,-1.1740179082606433e-06,0.0,0.0,-2.1593154371761263e-06,0.0
0.00011050183107177965,9048.623796282807,0.0001,1.0000000042879922e-05,-8.93528852489447e-13,-1.180546872494484e-06,0.0,0.0,-2.1527864751321567e-06,0.0
0.00011135393996118493,8979.373755509449,0.0001,1.0000000050041447e-05,-9.712736615095302e-13,-1.187098059966737e-06,0.0,0.0,-2.1462352900470787e-06,0.0
0.00011221261968794542,8910.65363379736,0.0001,1.0000000057805542e-05,-1.050417647146225e-12,-1.193671390056095e-06,0.0,0.0,-2.1396619625457525e-06,0.0
0.00011307792092152807,8842.459376070094,0.0001,1.0000000066183046e-05,-1.1309845433236279e-12,-1.2002667802841882e-06,0.0,0.0,-2.1330665751101604e-06,0.0
0.00011394989472212632,8774.786958281622,0.0001,1.0000000075184981e-05,-1.2129984435400075e-12,-1.2068841463118986e-06,0.0,0.0,-2.1264492120830955e-06,0.0
0.00011482859254367144,8707.632387179015,0.0001,1.0000000084822558e-05,-1.2964838053247825e-12,-1.21352340193592e-06,0.0,0.0,-2.1198099596715995e-06,0.0
0.00011571406623687046,8640.991700066676,0.0001,1.0000000095107173e-05,-1.381465454730862e-12,-1.2201844590856302e-06,0.0,0.0,-2.113148905950094e-06,0.0
0.0001166063680522641,8574.860964572625,0.0001,1.0000000106050418e-05,-1.4679685908616396e-12,-1.2268672278202164e-06,0.0,0.0,-2.1064661408632567e-06,0.0
0.00011750555064331143,8509.236278416362,0.0001,1.0000000117664078e-05,-1.5560187904331325e-12,-1.233571616326113e-06,0.0,0.0,-2.09976175622858e-06,0.0
0.00011841166706949636,8444.113769178633,0.0001,1.0000000129960137e-05,-1.6456420123706743e-12,-1.2402975309147187e-06,0.0,0.0,-2.0930358457386606e-06,0.0
0.00011932477079945786,8379.48959407298,0.0001,1.000000014295078e-05,-1.7368646024402082e-12,-1.2470448760203962e-06,0.0,0.0,-2.0862885049631972e-06,0.0
0.00012024491571414658,8315.359939718865,0.0001,1.0000000156648394e-05,-1.829713297914286e-12,-1.2538135541987974e-06,0.0,0.0,-2.079519831350667e-06,0.0
0.00012117215611000261,8251.721021916777,0.0001,1.0000000171065575e-05,-1.9242152322720967e-12,-1.2606034661254531e-06,0.0,0.0,-2.072729924229739e-06,0.0
0.00012210654670216113,8188.569085424813,0.0001,1.0000000186215129e-05,-2.0203979399340397e-12,-1.2674145105947002e-06,0.0,0.0,-2.065918884810343e-06,0.0
0.0001230481426276794,8125.900403737198,0.0001,1.0000000202110072e-05,-2.1182893610300095e-12,-1.2742465845188835e-06,0.0,0.0,-2.0590868161844735e-06,0.0
0.00012399699944879165,8063.711278864296,0.0001,1.0000000218763639e-05,-2.2179178462018914e-12,-1.2810995829278876e-06,0.0,0.0,-2.0522338233266587e-06,0.0
0.0001249531731561874,8001.99804111443,0.0001,1.0000000236189285e-05,-2.3193121614395667e-12,-1.287973398968975e-06,0.0,0.0,-2.0453600130941202e-06,0.0
0.00012591672017231442,7940.757048877391,0.0001,1.0000000254400687e-05,-2.422501492950458e-12,-1.2948679239069257e-06,0.0,0.0,-2.0384654942266364e-06,0.0
0.00012688769735470985,7879.984688409446,0.0001,1.0000000273411745e-05,-2.5275154520626794e-12,-1.3017830471245166e-06,0.0,0.0,-2.0315503773460647e-06,0.0
0.00012786616199935346,7819.67737362021,0.0001,1.0000000293236592e-05,-2.634384080160993e-12,-1.3087186561232954e-06,0.0,0.0,-2.024614774955569e-06,0.0
0.00012885217184405037,7759.831545860932,0.0001,1.000000031388959e-05,-2.7431378536561427e-12,-1.3156746365246965e-06,0.0,0.0,-2.0176588014384998e-06,0.0
0.00012984578507183636,7700.443673714602,0.0001,1.0000000335385339e-05,-2.8538076889865605e-12,-1.3226508720714705e-06,0.0,0.0,-2.010682573056976e-06,0.0
0.00013084706031441263,7641.510252787478,0.0001,1.0000000357738679e-05,-2.9664249476529964e-12,-1.3296472446294425e-06,0.0,0.0,-2.0036862079501173e-06,0.0
0.00013185605665560506,7583.0278055023355,0.0001,1.0000000380964692e-05,-3.081021441285254e-12,-1.3366636341896041e-06,0.0,0.0,-1.9966698261319596e-06,0.0
0.0001328728336348497,7524.99288089331,0.0001,1.0000000405078703e-05,-3.1976294367410065e-12,-1.343699918870518e-06,0.0,0.0,-1.9896335494890497e-06,0.0
0.0001338974512507081,7467.40205440215,0.0001,1.000000043009629e-05,-3.3162816612367654e-12,-1.350755974921092e-06,0.0,0.0,-1.9825775017776714e-06,0.0
0.00013492996996440545,7410.251927676262,0.0001,1.0000000456033285e-05,-3.437011307510084e-12,-1.357831676723642e-06,0.0,0.0,-1.9755018086207864e-06,0.0
0.00013597045070340064,7353.5391283680565,0.0001,1.0000000482905773e-05,-3.5598520390135777e-12,-1.3649268967973399e-06,0.0,0.0,-1.968406597504584e-06,0.0
