any_unstable,background_min_rho_b,classification,delta_a_rms_rel_error_max_over_k,f_max_abs_error,h_max_abs_error,label,perturbation_skip_reason,perturbation_status,rho_a_max_rel_error,rho_b_max_rel_error,run_id,same_stability_flags,w_dark_max_abs_error
False,0.685708,parameterization_difference,0.02030673477732897,0.0055585179706085786,0.011866393424044164,LCDM / Gamma(a)=0,,integrated,0.028157466252988643,1.8627385502813238,R0,True,0.0064344910558181215
False,0.23952868484361411,exact_equivalence,0.0,0.0,0.0,retained P1,,integrated,0.0,0.0,R1,True,0.0
False,0.23952868484361411,exact_equivalence,0.0,0.0,0.0,interacting vacuum with xi(a)=Gamma(a),,integrated,0.0,0.0,R2,True,0.0
,-281462361.93795604,background_viability_failure,,0.004483624762416483,0.008772345277866744,constant-coupling IDE/interacting vacuum matched by integrated transfer,Perturbation closure requires positive finite phase-B density; negative rho_B is a background-viability failure.,skipped_background_viability_failure,0.021657334865903426,1175067455.3289876,R4,,0.005331829976028525
,-12152.953548551326,background_viability_failure,,0.0025467570879975643,0.0029339871696436592,power-law Gamma(a) matched by least-squares transfer shape,Perturbation closure requires positive finite phase-B density; negative rho_B is a background-viability failure.,skipped_background_viability_failure,0.009272061031337842,50737.944330846505,R5,,0.0035950587293788194
