a,z,k_h_Mpc,delta_A,theta_A,Phi,Q,deltaQ,curvature_proxy,conservation_residual
0.00010000000000000009,9998.99999999999,0.0001,1e-05,0.0,-1.0976793089351007e-06,845256252.4245719,8452.562524245719,-2.235654024398233e-06,0.0
0.00010077112648825889,9922.477436927458,0.0001,1.0000026222335429e-05,-6.15873171270199e-14,-1.1039212184887111e-06,825980332.4626491,8259.824983759827,-2.2294208556230983e-06,0.0
0.00010154819933712645,9846.540444120863,0.0001,1.0000052594109842e-05,-1.2429626194199988e-13,-1.1101860850912983e-06,807143996.4604028,8071.482415624037,-2.2231647796119826e-06,0.0
0.00010233126440056487,9771.184540646407,0.0001,1.0000079115878102e-05,-1.881462613243635e-13,-1.1164738509112523e-06,788737219.7830478,7887.434599468213,-2.216885854381448e-06,0.0
0.0001031203678861276,9696.405279859619,0.0001,1.000010578819382e-05,-2.531570762055493e-13,-1.1227844563461294e-06,770750206.4058462,7707.583600330685,-2.2105841397184773e-06,0.0
0.00010391555635768725,9622.198249142839,0.0001,1.0000132611609322e-05,-3.1934877678720656e-13,-1.1291178400159725e-06,753173383.7006668,7531.833716541179,-2.204259697187135e-06,0.0
0.00010471687673818289,9548.559069644887,0.0001,1.0000159586675601e-05,-3.8674174658984667e-13,-1.135473938756851e-06,735997397.3414767,7360.09142879266,-2.197912590135016e-06,0.0
0.00010552437631238814,9475.483396022726,0.0001,1.0000186713942287e-05,-4.553566865377129e-13,-1.1418526876146253e-06,719213106.3260127,7192.265350374554,-2.1915428836994704e-06,0.0
0.00010633810272970286,9402.966916184929,0.0001,1.0000213993957599e-05,-5.252146190800308e-13,-1.1482540198389705e-06,702811578.1109426,7028.266178540472,-2.1851506448135624e-06,0.0
0.00010715810400696326,9331.00535103737,0.0001,1.0000241427268308e-05,-5.963368923482332e-13,-1.1546778668776097e-06,686784083.8580267,6868.006646985551,-2.178735942211826e-06,0.0
0.00010798442853127686,9259.594454230572,0.0001,1.0000269014419694e-05,-6.687451843496382e-13,-1.1611241583708214e-06,671122093.7886293,6711.401479406897,-2.172298846435743e-06,0.0
0.00010881712506287623,9188.730011909287,0.0001,1.000029675595551e-05,-7.424615071970383e-13,-1.1675928221461653e-06,655817272.6442285,6558.367344123668,-2.1658394298390046e-06,0.0
