a,z,Gamma,H_km_s_Mpc,H_over_H_LCDM,rho_A_over_rhocrit0,rho_Bfoam_over_rhocrit0,Omega_A,Omega_Bfoam,Omega_clustering,w_dark,w_Bfoam_eff,w_eff,D,f,f_sigma8_proxy,delta_w_dark_vs_LCDM,delta_f_sigma8_vs_LCDM
0.00010000000000000009,9998.99999999999,2.284762301422037e-19,75071633.61910874,1.0025896153679619,271300466289.20676,0.38626718928005693,0.21868480115972963,3.113550250672659e-13,0.2584236222706447,-1.4237616122183348e-12,-1.0000000534912183,0.24719212590936995,0.00023775659485705664,1.0,0.00019282059842907294,1.1651400249603998e-12,-3.007170873697699e-06
0.00010077112648825889,9922.477436927458,2.3742234569734205e-19,74000718.12648644,1.0026044523985775,265119822268.24133,0.3862671897598881,0.21993286132781928,3.204318996374207e-13,0.25989847661477206,-1.4569532615652942e-12,-1.000000054319369,0.2467005077946487,0.00023958478703403009,0.9943539409792257,0.00019320621459781057,1.1923025177057074e-12,-3.007363866259382e-06
0.00010154819933712645,9846.540444120863,2.4671875144886337e-19,72945493.48504436,1.0026193449228082,259079982872.6301,0.386267190247148,0.22118553378521716,3.2976964762474215e-13,0.2613787813811436,-1.4909186960864911e-12,-1.0000000551603412,0.2462070728725124,0.00024141666307852784,0.9888117145641003,0.00019359837150439153,1.2200982399023373e-12,-3.007578815367347e-06
0.00010233126440056487,9771.184540646407,2.5637916320682706e-19,71905725.56032196,1.0026342928107255,253177740355.3372,0.38626719074195165,0.22244280698316637,3.393756419247169e-13,0.2628645229223929,-1.5256759547629778e-12,-1.000000056014333,0.24571182569208322,0.0002432522834913384,0.9833698888885021,0.00019399685347187777,1.2485419538002656e-12,-3.0078146326821867e-06
0.0001031203678861276,9696.405279859619,2.664178338315563e-19,70881183.7491146,1.0026492959281548,247409960046.76846,0.38626719124441583,0.22370466901544875,3.492574597745574e-13,0.2643556871687352,-1.5612434971122256e-12,-1.0000000568815466,0.24521477094328925,0.00024509170845475343,0.9780265067595981,0.00019440171802660868,1.2776487657964113e-12,-3.0080717782247576e-06
0.00010391555635768725,9622.198249142839,2.7684957426215916e-19,69871640.92592323,1.002664354136657,241773578689.94495,0.3862671917546592,0.2249711076170152,3.594228882908689e-13,0.2658522596263493,-1.5976402129920014e-12,-1.0000000577621861,0.24471591345740434,0.0002469349986977049,0.9727796651024573,0.00019481302306687082,1.307434134457653e-12,-3.0083507173824452e-06
0.00010471687673818289,9548.559069644887,2.8768977536841256e-19,68876873.3902206,1.0026794672935118,236265602813.6172,0.3862671922728021,0.22624211016266,3.6987993015362425e-13,0.2673542253758103,-1.6348854326327187e-12,-1.00000005865646,0.2442152582075701,0.00024878221549930017,0.9676275130687818,0.0001952308268647363,1.3379138787308175e-12,-3.0086519209333157e-06
0.00010552437631238814,9475.483396022726,2.9895443065826528e-19,67896660.81451929,1.0026946352517014,230883107142.44208,0.38626719279896693,0.22751766366574047,3.8063680944022636e-13,0.2688615690705774,-1.6729989369036656e-12,-1.0000000595645788,0.24371281030930003,0.0002506334206923678,0.9625682502233612,0.0001956551880679153,1.3691041863440645e-12,-3.0089758650696154e-06
0.00010633810272970286,9402.966916184929,3.1066015987449424e-19,66930786.193226635,1.0027098578598943,225623233043.36603,0.3862671933332778,0.22879775477694927,3.91701977613543e-13,0.27037427493554234,-1.7120009678186547e-12,-1.0000000604867572,0.2432085750209636,0.0002524886766670275,0.9576001248045146,0.00019608616570162662,1.401021622404198e-12,-3.009323031421136e-06
0.00010715810400696326,9331.00535103737,3.228242335152599e-19,65979035.792281054,1.0027251349624307,220483187007.42035,0.3862671938758609,0.230082369783129,4.0308411966780207e-13,0.2718923267656291,-1.751912239286456e-12,-1.0000000614232125,0.24270255774425287,0.0002543480463742731,0.9527214320550437,0.00019652381917048322,1.433683138194297e-12,-3.0096939070790385e-06
0.00010798442853127686,9259.594454230572,3.354645983148231e-19,65041199.09954996,1.0027404663993067,215460239166.08435,0.38626719442684426,0.2313714946061419,4.1479216043647697e-13,0.2734157079244579,-1.792753948111992e-12,-1.0000000623741663,0.24219476402462764,0.0002562115933295744,0.9479305126203773,0.00019696820826039575,1.4671060801765629e-12,-3.0100889846175667e-06
0.00010881712506287623,9188.730011909287,3.485999037219277e-19,64117068.77598558,1.0027558520061617,210551721841.46698,0.3862671949863579,0.23266511480178442,4.2683527106623095e-13,0.27494440134306297,-1.8345477852538565e-12,-1.0000000633398425,0.24168519955174328,0.0002580793816165003,0.9432257510107542,0.00019741939314049341,1.5013081992049186e-12,-3.0105087621176533e-06
0.00010965624273799758,9118.407842463715,3.62249529415002e-19,63206440.60751985,1.0027712916142633,205755028129.5,0.386267195554534,0.23396321555875693,4.3922287566125766e-13,0.2764783895186743,-1.877315947344414e-12,-1.0000000643204694,0.24117387015985634,0.0002599514758903547,0.9386055741245067,0.00019787743436506177,1.5363076599525028e-12,-3.0109537431886326e-06
0.00011050183107177965,9048.623796282807,3.764336138947049e-19,62309113.45769277,1.0027867850504948,201067610515.41992,0.38626719613150656,0.2352657816976818,4.5196465810231234e-13,0.27801765451355803,-1.92108114847837e-12,-1.0000000653162784,0.24066078182821135,0.00026182794138183724,0.9340684498295941,0.00019834239287549993,1.5721230505588567e-12,-3.011424436989436e-06
0.00011135393996118493,8979.373755509449,3.911730841960289e-19,61424889.2210008,1.0028023321373443,196486979520.79086,0.38626719671741183,0.236572797670174,4.650705690449292e-13,0.2795621779539179,-1.9658666322761626e-12,-1.0000000663275046,0.2401459406814073,0.0002637088439007158,0.9296128856007562,0.00019881433000229384,1.6087733925020163e-12,-3.011921358251116e-06
