a,z,Gamma,H_km_s_Mpc,H_over_H_LCDM,rho_A_over_rhocrit0,rho_Bfoam_over_rhocrit0,Omega_A,Omega_Bfoam,Omega_clustering,w_dark,w_Bfoam_eff,w_eff,D,f,f_sigma8_proxy,delta_w_dark_vs_LCDM,delta_f_sigma8_vs_LCDM
0.00010000000000000009,9998.99999999999,0.00471195735474804,75537851.47598432,1.008816004208441,287270144635.9109,-512812615.7556401,0.22870782830739603,-0.00040827166299078817,0.2679576290475496,0.0017883156191437718,-0.12014341481429902,0.24455848586813778,0.00023059644549904148,1.0,0.00018701371729972266,0.0017883156217323262,-8.809906905064098e-06
0.00010077112648825889,9922.477436927458,0.00472680579425718,74462547.1739617,1.0088615789639475,280715509749.71735,-502517602.2553153,0.22999077939774382,-0.0004117136780466109,0.2694621853088874,0.0017933415520964336,-0.11983998698572507,0.24406155646776634,0.00023236965151972823,0.9944330151067304,0.0001874026791290316,0.001793341554745334,-8.806746070609084e-06
0.00010154819933712645,9846.540444120863,0.004741671711309091,73402971.18878254,1.008907272712793,274310400478.51163,-492425819.75426525,0.23127824768244734,-0.0004151770421671657,0.2709720545876896,0.0017983692281996664,-0.11953583403627621,0.24356288452699296,0.0002341465730463069,0.9889690528091731,0.00018779817251150135,0.0017983692309103197,-8.803616238469965e-06
0.00010233126440056487,9771.184540646407,0.004756554866692905,72358889.09374583,1.0089530844691295,268051406493.41135,-482533318.7255239,0.23257021917607204,-0.0004186617826924588,0.2724872206650723,0.0018033985530540233,-0.11923096112293952,0.24306247548856585,0.00023592727052246525,0.9836046879632202,0.00018819998630575786,0.001803398555827869,-8.800511789331587e-06
0.0001031203678861276,9696.405279859619,0.0047714550193475045,71330069.9956005,1.0089990132323123,261935195232.9624,-472836225.36931705,0.23386667953153054,-0.0004221679255091908,0.27400766689866846,0.0018084294319228777,-0.11892537346527032,0.24256033493445614,0.00023771180408269226,0.9783379847196644,0.0001886081772411232,0.001808429434761389,-8.797433979004728e-06
0.00010391555635768725,9622.198249142839,0.004786371926371053,70316286.48097812,1.0090450579869004,255958510130.0461,-463330740.17611456,0.23516761403907685,-0.00042569549503478614,0.27553337622143353,0.0018134617697389125,-0.11861907634523194,0.2420564685862352,0.00023950023440052128,0.9731670604916896,0.00018902280240898564,0.0018134617726435973,-8.794384078539627e-06
0.00010471687673818289,9548.559069644887,0.004801305343030801,69317314.56364179,1.0090912177026525,250118168879.22156,-454013136.51677936,0.23647300762534842,-0.00042924451420154214,0.2770643311405075,0.001818495471110677,-0.11831207510702779,0.24155088230543287,0.0002412926226919713,0.9680900840981337,0.00018944391926463923,0.0018184954740830775,-8.791363374249138e-06
0.00010552437631238814,9475.483396022726,0.0048162550227732245,68332933.63253735,1.0091374913345343,244411061743.56616,-444879759.2592813,0.23778284485245768,-0.0004328150044409071,0.2786005137361344,0.001823530440329218,-0.11800437515691942,0.2410435820938764,0.0002430890307189994,0.9631052739828447,0.00018987158562913819,0.001823530443370913,-8.78837316772995e-06
0.00010633810272970286,9402.966916184929,0.004831220717234512,67362926.40063149,1.0091838778227185,238834149900.1018,-435927023.4114569,0.2390971099171396,-0.00043640698566790745,0.2801419056606475,0.0018285665813747983,-0.11769598196303721,0.24053457409400808,0.0002448895207929769,0.9582108965064887,0.00019030585969117119,0.0018285665844874034,-8.785414775882265e-06
0.00010715810400696326,9331.00535103737,0.004846202176251329,66407078.85453134,1.009230376092597,233384463822.95953,-427151412.78937906,0.24041578664994637,-0.00044002047626570364,0.28168848813750913,0.0018336037979236706,-0.11738690105517968,0.2400238645891846,0.00024669415577817936,0.9534052643074176,0.00019074680000895298,0.0018336038011088386,-8.78248953092766e-06
0.00010798442853127686,9259.594454230572,0.004861199147871951,65465180.20486595,1.0092769850547876,228059101703.38254,-418549478.71079147,0.24173885851450055,-0.00044365549307030924,0.2832402419604192,0.0018386419933549474,-0.11707713802460418,0.23951146000395399,0.0002485029990952941,0.9486867347283501,0.00019119446551213448,0.00183864199661437,-8.779598780424297e-06
0.00010881712506287623,9188.730011909287,0.004876211378367673,64537022.83742553,1.009323703605148,222855227905.7685,-410117838.7132025,0.2430663086067967,-0.00044731205135545055,0.2847971474924804,0.0018436810707575181,-0.11676669852380595,0.2389973669043138,0.00025031611472495105,0.9440537083057919,0.00019164891550373315,0.0018436810740929267,-8.776743887280874e-06
0.00010965624273799758,9118.407842463715,0.004891238612244597,63622402.26504021,1.0093705306247902,217770071458.89078,-401853175.2961143,0.24439811965456174,-0.00045099016481759833,0.28635918466543175,0.0018487209329370632,-0.11645558826628544,0.23848159199794625,0.0002521335672112644,0.9395046273193205,0.00019211020966208042,0.0018487209363502288,-8.773926229768263e-06
0.00011050183107177965,9048.623796282807,0.004906280592255703,62721117.08019223,1.0094174649800998,212800924581.52795,-393752234.6869835,0.24573427401666778,-0.0004546898455611576,0.2879263329789434,0.0018537614824231223,-0.11614381302631016,0.23796414213443373,0.0002539554216654008,0.9350379743979581,0.00019257840804279188,0.001853761485915858,-8.771147201528284e-06
0.00011135393996118493,8979.373755509449,0.004921337059413251,61832968.90834823,1.009464505522754,207945141241.70416,-385811825.6304472,0.2470747536826006,-0.00045841110408382813,0.28949857149997676,0.0018588026214762347,-0.115831378638661,0.2374450243054529,0.0002557817437691585,0.9306522711810571,0.00019305357108075449,0.0018588026250503952,-8.768408211581814e-06
0.00011221261968794542,8910.65363379736,0.004936407753001544,60957762.361998916,1.0095116510897466,203200135748.76367,-378028818.2003606,0.24841954027198707,-0.0004621539492621502,0.2910758788622134,0.001863844252095161,-0.11551829099837096,0.236924245644945,0.00025761259977857267,0.9263460770311972,0.00019353575959213653,0.0018638442557526447,-8.765710684334043e-06
0.00011307792092152807,8842.459376070094,0.0049514924105899605,60095304.9954001,1.0095589005034118,198563381377.55893,-370400142.6342636,0.24976861503417538,-0.00046591838833722,0.2926582332655457,0.001868886276024155,-0.11520455606045432,0.23640181342926775,0.00025944805652753473,0.9221179877967806,0.00019402503477641708,0.0018688862797669042,-8.763056059577889e-06
0.00011394989472212632,8774.786958281622,0.004966590768046378,59245407.25999854,1.0096062525714549,194032409023.9861,-362922788.18979883,0.25112195884787736,-0.0004697044269006071,0.2942456124756395,0.0018739285947603195,-0.11489017983962124,0.23587773507732096,0.0002612881814314317,0.9179666346220918,0.00019452145821843684,0.001873928598590322,-8.760445792495032e-06
0.00011482859254367144,8707.632387179015,0.004981702559550858,58407882.46053813,1.0096537060869808,189604805891.188,-355593802.0227268,0.25247955222086393,-0.00047351206888045016,0.2958379938235602,0.0018789711095610155,-0.11457516840998805,0.23535201815065385,0.000263133042490809,0.9138906828027044,0.00019502509189047145,0.0018789711134803056,-8.757881353654634e-06
0.00011571406623687046,8640.991700066676,0.00499682751760972,57582546.71183009,1.0097012598285287,185278214205.69128,-348410288.08607566,0.25384137528972506,-0.00047734131652776943,0.29743535420547257,0.0018840137214513493,-0.11425952790477079,0.23482467035354623,0.0002649827082950468,0.9098888306842543,0.00019553599815432497,0.0018840137254620085,-8.755364229011121e-06
0.0001166063680522641,8574.860964572625,0.005011965373069886,56769218.89618322,1.0097489125601085,181050329962.82935,-341369406.0500852,0.2552074078196825,-0.0004811921704029653,0.29903767008240373,0.0018890563312317097,-0.11394326451597425,0.23429569953306933,0.00026683724802606265,0.9059598086026542,0.00019605423976344781,0.0018890563353358679,-8.752895919898897e-06
0.00011750555064331143,8509.236278416362,0.0050271158551336,55967720.62147809,1.0097966630312407,176918901700.75116,-334468370.2425007,0.2565776292044689,-0.00048506462936254494,0.30064491748008265,0.0018940988394853845,-0.11362638449406515,0.23376511367912256,0.0002686967314620283,0.9021023778639676,0.00019657987986507525,0.0018940988436852214,-8.750477943024698e-06
0.00011841166706949636,8444.113769178633,0.0050422786913734445,55177876.1798802,1.0098445099769973,172881729302.38998,-327704448.6088781,0.25795201846626264,-0.0004889586905460526,0.30225707198884527,0.0018991411465862267,-0.11330889414763878,0.2332329209244463,0.00027056122898111277,0.8983153297622007,0.0001971129820023911,0.0018991411508839729,-8.748111830459001e-06
0.00011932477079945786,8379.48959407298,0.005057453607747682,54399512.50718057,1.009892452118046,168936662824.7441,-321074961.69250584,0.25933055425568424,-0.000492874349363224,0.3038741087636121,0.0019041831527063836,-0.11299079984307392,0.23269912954461358,0.00027243081156523997,0.8945974846334064,0.00019765361011671287,0.0019041831571043218,-8.745799129623313e-06
