a,z,H_km_s_Mpc,Omega_A,Omega_Bfoam,Omega_clustering,w_dark,w_eff,D,f
0.00018774193992291183,5325.460355158826,23520105.227850307,0.33070827985102036,5.598920162003974e-12,0.39188754951822746,-1.6930087642291333e-11,0.20270415015312562,0.00041098767919725576,0.7606113257363758
0.000189189667751228,5284.700915310737,23196488.809545323,0.33225440324611394,5.756232030730921e-12,0.39371969749997415,-1.732477274760849e-11,0.2020934341590003,0.0004133943286970814,0.7595528143732186
0.00019064855939230653,5244.253377143295,22877486.19481426,0.3338030532383622,5.917880506216531e-12,0.39555483948585624,-1.7728659006260718e-11,0.20148172016349075,0.0004158117372119392,0.7585238396994546
0.00019211870093326406,5204.115353904919,22563029.728732888,0.3353541902234693,6.083982613992263e-12,0.39739292854499425,-1.814196092145954e-11,0.20086902381022329,0.0004182400230917901,0.7575240387057403
0.00019360017912505882,5164.284477108028,22253052.7673,0.3369077743228533,6.254658464834296e-12,0.3992339174214809,-1.856489799705376e-11,0.20025536085116685,0.0004206793056022411,0.7565530535064946
0.00019509308138760865,5124.75839638932,21947489.662173968,0.3384637653873831,6.430031334123813e-12,0.40107775853880967,-1.8997694854107266e-11,0.19964074714515676,0.00042312970493036143,0.7556105312171396
0.00019659749581494844,5085.534779371103,21646275.745640785,0.3400221230011782,6.610227743198762e-12,0.4029244040043774,-1.944058135019453e-11,0.19902519865639395,0.00042559134219053287,0.7546961238348346
0.00019811351118043097,5046.611311523598,21349347.315809447,0.3415828064854735,6.795377542746351e-12,0.4047738056140643,-1.9893792701478237e-11,0.19840873145291807,0.0004280643394303516,0.7538094881226002
0.0001996412169419625,5007.985696028436,21056641.622032985,0.34314577490253956,6.985613998285239e-12,0.4066259148568788,-2.0357569607631294e-11,0.1977913617050596,0.00043054881963656516,0.7529502854967309
0.00020118070324728416,4969.655653643062,20768096.85054953,0.34471098705966674,7.181073877789926e-12,0.4084806829196796,-2.0832158379672828e-11,0.19717310568386537,0.000433044906741062,0.7521181819174027
0.00020273206093928894,4931.618922566296,20483652.110342246,0.34627840151320594,7.381897541508493e-12,0.4103380606919632,-2.131781107078261e-11,0.19655397975950306,0.00043555272562689984,0.7513128477823791
