a,z,Gamma,H,rho_A,rho_B,Omega_A,Omega_B,w_dark,w_B_eff,D,f
0.00010000000000000009,9998.99999999999,0.00310101786409285,75101673.78558855,272574988191.384,-281462361.93795604,0.2195364122966823,-0.00022669445038377272,0.0010336726188424068,0.0010336750610888679,0.00023776664330228217,1.0
0.00010077112648825889,9922.477436927458,0.00310101786409285,74030304.25045729,266358963567.5184,-275043662.3046157,0.22078422551318586,-0.0002279829488405475,0.0010336726187835537,0.0010336751180248793,0.00023959492170787475,0.9943636547380842
0.00010154819933712645,9846.540444120863,0.00310101786409285,72974631.00917536,260284694290.98407,-268771339.98652047,0.22203662043643455,-0.00022927617839127811,0.001033672618723327,0.0010336751762896057,0.0002414269021501667,0.9888309952174349
0.00010233126440056487,9771.184540646407,0.00310101786409285,71934419.8711689,254348947656.03577,-262642056.87476045,0.22329358539841093,-0.00023057412698749543,0.001033672618661695,0.0010336752359139112,0.00024326264527611252,0.9833985983088355
0.0001031203678861276,9696.405279859619,0.00310101786409285,70909440.17764522,248548564678.2192,-256652550.98541734,0.22455510837643838,-0.0002318767822145071,0.0010336726185986246,0.0010336752969297702,0.000245102211417491,0.9780645101024854
0.00010391555635768725,9622.198249142839,0.00310101786409285,69899464.74803789,242880458413.16043,-250799634.72353774,0.22582117699185153,-0.00023318413129002447,0.0010336726185340823,0.0010336753593693793,0.0002469456614528474,0.972826830683167
0.00010471687673818289,9548.559069644887,0.00310101786409285,68904269.82726802,237341612313.70862,-245080193.18671018,0.2270917785087105,-0.00023449616106283505,0.0010336726184680338,0.001033675423266267,0.0002487930568110302,0.9676837122441422
0.00010552437631238814,9475.483396022726,0.00310101786409285,67923635.0338077,231929078624.54355,-239491182.5073282,0.22836689983256028,-0.00023581285801152125,0.001033672618400444,0.0010336754886544064,0.00025064445947473886,0.9626333572785266
0.00010633810272970286,9402.966916184929,0.00310101786409285,66957343.30853029,226639976813.38113,-234029628.2326452,0.229646527509242,-0.00023713420824323308,0.0010336726183312768,0.0010336755555686583,0.00025249993198409607,0.9576740168444219
0.00010715810400696326,9331.00535103737,0.00310101786409285,66005180.86434213,221471492037.97388,-228692623.7417909,0.23093064772374644,-0.0002384601974925041,0.0010336726182604956,0.0010336756240441058,0.0002543595374402333,0.9528039889003426
0.00010798442853127686,9259.594454230572,0.00310101786409285,65066937.13657594,216420873648.05142,-223477328.69886732,0.23221924629912236,-0.00023979081112012433,0.0010336726181880624,0.0010336756941176084,0.0002562233395088946,0.948021616707627
0.00010881712506287623,9188.730011909287,0.00310101786409285,64142404.73414201,211485433721.44333,-218380967.5413415,0.23351230869542888,-0.00024112603411205824,0.001033672618113939,0.0010336757658264695,0.0002580914024240635,0.9433252872966893
0.00010965624273799758,9118.407842463715,0.00310101786409285,63231379.39141878,206662545633.56763,-213400828.00289193,0.23480982000874295,-0.0002424658510784199,0.0010336726180380856,0.0010336758392088807,0.00025996379099160104,0.9387134299941898
0.00011050183107177965,9048.623796282807,0.00310101786409285,62333659.92087664,201949642659.55362,-208534259.6699531,0.23611176497021455,-0.00024381024625249757,0.0010336726179604621,0.0010336759143037,0.00026184057059291043,0.9341845150082824
0.00011135393996118493,8979.373755509449,0.00310101786409285,61449048.16642198,197344216608.24274,-203778672.57117775,0.23741812794517422,-0.00024515920348983187,0.001033672617881027,0.0010336759911508953,0.00026372180718861284,0.9297370520693059
0.00011221261968794542,8910.65363379736,0.00310101786409285,60577348.95744829,192843816487.32996,-199131535.7990548,0.23872889293229563,-0.0002465127062673512,0.0010336726177997383,0.0010336760697917668,0.00026560756732224886,0.9253695891233911
0.00011307792092152807,8842.459376070094,0.00310101786409285,59718370.063588776,188446047198.96252,-194590376.16297776,0.24004404356280667,-0.0002478707376825569,0.0010336726177165524,0.001033676150267615,0.0002674979181239952,0.921080711076604
0.00011394989472212632,8774.786958281622,0.00310101786409285,58871922.15015335,184148568265.06848,-190152776.87301233,0.24136356309975962,-0.00024923328045276975,0.0010336726176314252,0.0010336762326219606,0.00026939292731440015,0.9168690385873517
0.00011482859254367144,8707.632387179015,0.00310101786409285,58037818.73424633,179949092581.77032,-185816376.25369743,0.24268743443735025,-0.00025060031691442696,0.0010336726175443115,0.0010336763168976582,0.0002712926632081438,0.9127332269048951
0.00011571406623687046,8640.991700066676,0.00310101786409285,57215876.14154766,175845385202.188,-181578866.487161,0.24401564010029828,-0.00025197182902244214,0.0010336726174551647,0.0010336764031406709,0.00027319719471781065,0.908671964751955
0.0001166063680522641,8574.860964572625,0.00310101786409285,56405913.463754326,171835262147.01535,-177437992.38491535,0.24534816224327685,-0.0002533477983496165,0.0010336726173639373,0.0010336764913960739,0.00027510659135768976,0.9046839732494336
0.00011750555064331143,8509.236278416362,0.00310101786409285,55607752.516665526,167916589242.20712,-173391550.18764627,0.24668498265040512,-0.00025472820608611445,0.001033672617270581,0.0010336765817111626,0.00027702092324758765,0.9007680048814536
0.00011841166706949636,8444.113769178633,0.00310101786409285,54821217.798906825,164087280983.1815,-169437386.3923829,0.24802608273479343,-0.0002561130330389944,0.0010336726171750463,0.0010336766741338987,0.00027894026111666907,0.896922842498927
0.00011932477079945786,8379.48959407298,0.00310101786409285,54046136.45128151,160345299424.92413,-165573396.6064132,0.24937144353814675,-0.00025750225963179886,0.0010336726170772819,0.0010336767687135762,0.00028086467630731075,0.8931472983600202
0.00012024491571414658,8315.359939718865,0.00310101786409285,53282338.21673789,156688653097.3946,-161797524.42732695,0.2507210457304297,-0.0002588958659042088,0.0010336726169772362,0.001033676865500377,0.000282794240778983,0.889440213205917
0.00012117215611000261,8251.721021916777,0.00310101786409285,52529655.40094764,153115395945.6795,-158107760.3486124,0.2520748696095853,-0.0002602938315117529,0.0010336726168748555,0.0010336769645458155,0.00028472902711214787,0.885800455370388
0.00012210654670216113,8188.569085424813,0.00310101786409285,51787922.83348029,149623626294.30194,-154502140.69019666,0.25343289510131933,-0.0002616961357255853,0.0010336726167700855,0.0010336770659027383,0.00028666910851217795,0.8822269199217275
0.0001230481426276794,8125.900403737198,0.00310101786409285,51056977.829570554,146211485835.16266,-150978746.55338854,0.25479510175893855,-0.0002631027574323182,0.0010336726166628707,0.0010336771696248803,0.00028861455881330197,0.8787185278356964
0.00012399699944879165,8063.711278864296,0.00310101786409285,50336660.15246406,142877158638.54913,-147535702.79964122,0.25616146876325485,-0.00026451367513392285,0.001033672616553154,0.0010336772757677526,0.00029056545248256466,0.8752742251981876
0.0001249531731561874,8001.99804111443,0.00310101786409285,49626811.97633681,139618870186.70633,-144171177.05261248,0.25753197492254826,-0.00026592886694769166,0.0010336726164408764,0.0010336773843875324,0.0002925218646238161,0.8718929824363596
0.00012591672017231442,7940.757048877391,0.00310101786409285,48927277.849778146,136434886429.44649,-140883378.7229823,0.25890659867259,-0.00026734831060626157,0.0010336726163259786,0.0010336774955426176,0.0002944838709817156,0.868573793577085
0.00012688769735470985,7879.984688409446,0.00310101786409285,48237904.65982688,133323512861.28815,-137670558.05550185,0.2602853180767329,-0.0002687719834577077,0.0010336726162083996,0.0010336776092911837,0.000296451547945765,0.8653156755315726
0.00012786616199935346,7819.67737362021,0.00310101786409285,47558541.59655632,130283093619.65196,-134531005.1977857,0.2616681108260585,-0.00027019986246569515,0.0010336726160880766,0.0010336777256949592,0.00029842497255436044,0.8621176674051112
0.00012885217184405037,7759.831545860932,0.00310101786409285,46889040.11819474,127312010603.61043,-131463049.29032823,0.26305495423959274,-0.0002716319242097015,0.0010336726159649457,0.0010336778448147843,0.0003004042224988658,0.8589788298309168
0.00012984578507183636,7700.443673714602,0.00310101786409285,46229253.916778296,124408682612.74559,-128465057.57728353,0.26444582526458166,-0.0002730681448853018,0.0010336726158389413,0.0010336779667143858,0.00030238937612771526,0.8558982443270958
