a,z,rho_de_eff,w_eff_de,positive_rho_de_eff
0.00013185605665560506,7583.0278055023355,3347931569.9799805,-8.195631073792953e-08,True
0.0001328728336348497,7524.99288089331,3271660519.309204,-8.195752343453933e-08,True
0.0001338974512507081,7467.40205440215,3197127040.9421997,-8.195873613114912e-08,True
0.00013492996996440545,7410.251927676262,3124291550.298828,-8.196131295878928e-08,True
0.00013597045070340064,7353.5391283680565,3053115364.597107,-8.19632077764254e-08,True
0.00013701895486497917,7297.260309936076,2983560682.308075,-8.196457201847807e-08,True
0.00013807554431987816,7241.412151447403,2915590563.0804443,-8.196714895714052e-08,True
0.00013914028141593626,7185.991357381761,2849168908.1209106,-8.196798262360971e-08,True
0.0001402132289817721,7130.994657437075,2784260441.022278,-8.196972578478068e-08,True
0.00014129445033049352,7076.418806336405,2720830689.0289,-8.197230272344314e-08,True
0.00014238400926343137,7022.260583636557,2658845964.7272034,-8.197450063196499e-08,True
0.00014348197007390656,6968.51679353794,2598273348.155243,-8.197692602518458e-08,True
0.00014458839755102174,6915.184264696095,2539080669.3184204,-8.197829026723724e-08,True
0.00014570335698348635,6862.259850034461,2481236491.1043396,-8.1981246125018e-08,True
0.0001468269141634683,6809.740426558716,2424710092.586792,-8.198344403353985e-08,True
0.00014795913539047555,6757.622895172529,2369471452.7092896,-8.198571777029429e-08,True
0.0001491000874752702,6705.904180494598,2315491234.341797,-8.198814305249158e-08,True
0.0001502498377438088,6654.581230677277,2262740768.699005,-8.198988632468485e-08,True
0.00015140845404121715,6603.65101722639,2211192040.1151123,-8.199276635423303e-08,True
0.00015257600473579186,6553.110534822624,2160817671.164337,-8.19952674646629e-08,True
0.00015375255872303653,6502.956801144093,2111590908.1208496,-8.199792012053564e-08,True
0.00015493818542972526,6453.186856690447,2063485606.7501526,-8.200042123096551e-08,True
0.00015613295481800113,6403.797764608157,2016476218.4236145,-8.200299816962797e-08,True
0.00015733693738950388,6354.7866105172525,1970537776.5499573,-8.200595402740873e-08,True
0.00015855020418952922,6306.1505023393765,1925645883.3153381,-8.200898571342208e-08,True
0.00015977282681122308,6257.886570127055,1881776696.7257996,-8.201178991473768e-08,True
0.000161004877399804,6209.991965894427,1838906917.9447784,-8.201459422707558e-08,True
0.0001622464286568225,6162.463863449112,1797013778.9192505,-8.20177016302992e-08,True
0.00016349755384444887,6115.299458225518,1756075030.2875519,-8.202065748807996e-08,True
0.0001647583267897983,6068.495967119273,1716068929.562851,-8.202384071953617e-08,True
0.00016602882188928642,6022.050628323036,1676974229.5857239,-8.202725132466782e-08,True
0.00016730911411301844,5975.960701163555,1638770167.2398834,-8.203104095994007e-08,True
0.00016859927900921508,5930.223465939871,1601436452.4248505,-8.203384516125567e-08,True
0.00016989939270866818,5884.836223762914,1564953257.2799225,-8.20373315946199e-08,True
0.00017120953192923557,5839.7962963961645,1529301205.6538239,-8.204112111886985e-08,True
0.0001725297739803655,5795.101026097696,1494461362.8137665,-8.204438017855864e-08,True
0.0001738601967676608,5750.747775463273,1460415225.389511,-8.204870027839206e-08,True
0.00017520087879747511,5706.733927270754,1427144711.5461426,-8.205211088352371e-08,True
0.00017655189918154432,5663.056884325682,1394632151.3807983,-8.20561277814491e-08,True
0.00017791333764165718,5619.71406930796,1362860277.5384216,-8.206059953774769e-08,True
0.000179285274514357,5576.702924619841,1331812216.0408478,-8.206446489023023e-08,True
0.0001806677907556847,5534.020912234933,1301471477.3252106,-8.206825441448018e-08,True
0.00018206096794595343,5491.665513548515,1271821947.4863892,-8.20729534334319e-08,True
