a,z,Gamma,H,rho_A,rho_B,Omega_A,Omega_B,w_dark,w_B_eff,D,f
0.00010000000000000009,9998.99999999999,0.0,75110186.3662915,272575004617.89047,0.23952868484361411,0.21948666621380836,1.928766453571296e-13,-8.787624719265332e-13,-1.0,0.00023709241218539955,1.0
0.00010077112648825889,9922.477436927458,0.0,74038937.73957933,266365324643.50992,0.23952868484361411,0.22073800980884922,1.984983790787076e-13,-8.992487485522824e-13,-1.0,0.0002389155025776855,0.9943597563023266
0.00010154819933712645,9846.540444120863,0.0,72983382.62742516,260297110778.38858,0.23952868484361411,0.22199396308733194,2.042816451650959e-13,-9.202126144508892e-13,-1.0,0.0002407422773341064,0.9888232922279871
0.00010233126440056487,9771.184540646407,0.0,71943286.87529264,254367140205.86462,0.23952868484361411,0.22325451430760296,2.1023100764595945e-13,-9.416652034910366e-13,-1.0,0.0002425727969302542,0.9833871747491438
0.0001031203678861276,9696.405279859619,0.0,70918419.8600525,248572263530.02737,0.23952868484361411,0.22451965136957544,2.163511570051125e-13,-9.63617909101304e-13,-1.0,0.00024440712152325753,0.9780494481694607
0.00010391555635768725,9622.198249142839,0.0,69908554.4364311,242909403103.06955,0.23952868484361411,0.2257893618133827,2.2264691360626488e-13,-9.860823903212295e-13,-1.0,0.0002462453118161519,0.9728082108494465
0.00010471687673818289,9548.559069644887,0.0,68913466.88427529,237375551390.75867,0.23952868484361411,0.22706363281807534,2.291232312092453e-13,-1.0090705779933897e-12,-1.0,0.00024808742906140557,0.9676616133176231
0.00010552437631238814,9475.483396022726,0.0,67932936.85661945,231967769375.14517,0.23952868484361411,0.22834245120036506,2.357852005790378e-13,-1.0325946810998294e-12,-1.0,0.0002499335350644564,0.9626078564593006
0.00010633810272970286,9402.966916184929,0.0,66966747.32853916,226683184993.64676,0.23952868484361411,0.22962580341342048,2.4263805319003445e-13,-1.056667193246267e-12,-1.0,0.00025178369218727234,0.9576451897792322
0.00010715810400696326,9331.00535103737,0.0,66014684.54678635,221518991613.71152,0.23952868484361411,0.23091367554570655,2.4968716502790595e-13,-1.0813008992973803e-12,-1.0,0.0002536379633519254,0.9527719097346781
0.00010798442853127686,9259.594454230572,0.0,65076537.980186105,216472446542.21103,0.23952868484361411,0.23220605331987937,2.5693806049164425e-13,-1.1065088821668682e-12,-1.0,0.0002554964120441839,0.9479863581355642
0.00010881712506287623,9188.730011909287,0.0,64152100.27079135,211540869568.81088,0.23952868484361411,0.23350292209172566,2.6439641639829125e-13,-1.1323045297657152e-12,-1.0,0.00025735910231712686,0.9432869206085872
0.00010965624273799758,9118.407842463715,0.0,63241167.18577658,206721641542.50793,0.23952868484361411,0.23480426684915856,2.720680660930361e-13,-1.158701542112525e-12,-1.0,0.00025922609879476993,0.9386720251223284
0.00011050183107177965,9048.623796282807,0.0,62343537.57006512,202012202980.60785,0.23952868484361411,0.23611007221126173,2.7995900366733436e-13,-1.1857139386095584e-12,-1.0,0.0002610974666757169,0.934140140570541
0.00011135393996118493,8979.373755509449,0.0,61459013.29967642,197410052709.39197,0.23952868484361411,0.23742032242738667,2.8807538828782833e-13,-1.2133560654883898e-12,-1.0,0.0002629732717368232,0.9296897754109767
0.00011221261968794542,8910.65363379736,0.0,60587399.23578034,192912746535.7412,0.23952868484361411,0.2387350013763062,2.964235486389205e-13,-1.2416426034292083e-12,-1.0,0.00026485358033688386,0.9253194763572014
0.00011307792092152807,8842.459376070094,0.0,59728503.179453075,188517895949.03836,0.23952868484361411,0.2400540925654169,3.050099874818533e-13,-1.2705885753576469e-12,-1.0,0.00026673845942033666,0.9210278271210287
0.00011394989472212632,8774.786958281622,0.0,58882135.827117264,184223166852.6263,0.23952868484361411,0.2413775791300019,3.138413863333308e-13,-1.300209354423482e-12,-1.0,0.0002686279765209843,0.9168134472032953
0.00011482859254367144,8707.632387179015,0.0,58048110.726662844,180026278324.18207,0.23952868484361411,0.24270544383254355,3.229246102666659e-13,-1.3305206721652295e-12,-1.0,0.00027052219976574023,0.9126749907308104
0.00011571406623687046,8640.991700066676,0.0,57226244.23423145,175925001404.3153,0.23952868484361411,0.2440376690620978,3.3226671283864254e-13,-1.3615386268651894e-12,-1.0,0.00027242119787838714,0.9086111453374666
0.0001166063680522641,8574.860964572625,0.0,56416355.47166088,171917157912.7801,0.23952868484361411,0.24537423683371934,3.4187494114522644e-13,-1.3932796920991568e-12,-1.0,0.0002743250401833627,0.9046206310875367
0.00011750555064331143,8509.236278416362,0.0,55618266.284573324,168000619291.6409,0.23952868484361411,0.24671512878795032,3.517567410094719e-13,-1.4257607254855558e-12,-1.0,0.00027623379660955753,0.9007021994393396
0.00011841166706949636,8444.113769178633,0.0,54831801.20110254,164173305474.80255,0.23952868484361411,0.24806032619036247,3.619197623049315e-13,-1.4589989776384668e-12,-1.0,0.0002781475376941411,0.8968546322475007
0.00011932477079945786,8379.48959407298,0.0,54056787.39124831,160433183783.29367,0.23952868484361411,0.2494098099311588,3.723718644180344e-13,-1.4930121013293712e-12,-1.0,0.00028006633458639975,0.8930767408021664
0.00012024491571414658,8315.359939718865,0.0,53293054.626846574,156778267845.70868,0.23952868484361411,0.25076356052483795,3.8312112185299e-13,-1.527818160862558e-12,-1.0,0.00028199025905160317,0.8893673649035628
0.00012117215611000261,8251.721021916777,0.0,52540435.24215085,153206616543.25668,0.23952868484361411,0.2521215581099125,3.941758299827699e-13,-1.5634356416689783e-12,-1.0,0.000283919383474886,0.8857253719704139
0.00012210654670216113,8188.569085424813,0.0,51798764.09500951,149716332978.83032,0.23952868484361411,0.253483782448695,4.0554451094995737e-13,-1.5998834601238857e-12,-1.0,0.00028585378086515105,0.8821496561807781
0.0001230481426276794,8125.900403737198,0.0,51067878.52863615,146305563469.57394,0.23952868484361411,0.2548502129271383,4.1723591972117513e-13,-1.6371809735932217e-12,-1.0,0.0002877935248589979,0.8786391376439321
0.00012399699944879165,8063.711278864296,0.0,50347618.333958074,142972496562.3905,0.23952868484361411,0.25622082855474176,4.2925905029906733e-13,-1.675347990714333e-12,-1.0,0.0002897386897246663,0.8751927616020223
0.0001249531731561874,8001.99804111443,0.0,49637825.71253857,139715362071.88486,0.23952868484361411,0.25759560796451986,4.416231420957607e-13,-1.7144047819162772e-12,-1.0,0.0002916893503660081,0.8718094976602279
0.00012591672017231442,7940.757048877391,0.0,48938345.2400628,136532430140.2239,0.23952868484361411,0.25897452941302956,4.5433768647190875e-13,-1.7543720901853792e-12,-1.0,0.00029364558232647397,0.8684883390442776
0.00012688769735470985,7879.984688409446,0.0,48249023.830376625,133422010318.40723,0.23952868484361411,0.26035757078046706,4.674124334455459e-13,-1.7952711420818557e-12,-1.0,0.00029560746179312916,0.8652283018841778
0.00012786616199935346,7819.67737362021,0.0,47569710.70007432,130382450668.47871,0.23952868484361411,0.2617447095708223,4.808573985749605e-13,-1.8371236590131266e-12,-1.0,0.00029757506560068657,0.8620284245230969
0.00012885217184405037,7759.831545860932,0.0,46900257.33362198,127412136886.1798,0.23952868484361411,0.26313592291210275,4.94682870020079e-13,-1.8799518687700865e-12,-1.0,0.00029954847123556274,0.8588877668503881
0.00012984578507183636,7700.443673714602,0.0,46240517.4490129,124509491443.60118,0.23952868484361411,0.2645311875566187,5.088994157867686e-13,-1.923778517332168e-12,-1.0,0.0003015277568399612,0.855805409657765
0.00013084706031441263,7641.510252787478,0.0,45590346.963942885,121672972751.35602,0.23952868484361411,0.2659304798813364,5.235178911587642e-13,-1.9686268809477498e-12,-1.0,0.0003035130012159719,0.8527804540177176
0.00013185605665560506,7583.0278055023355,0.0,44949603.962500684,118901074339.84682,0.23952868484361411,0.2673337758882952,5.385494463218769e-13,-2.0145207784961057e-12,-1.0,0.00030550428382970107,0.8498120206832718
0.0001328728336348497,7524.99288089331,0.0,44318148.662364624,116192324059.18425,0.23952868484361411,0.2687410512050899,5.540055341853489e-13,-2.061484584137528e-12,-1.0,0.0003075016848154176,0.8468992495082592
0.0001338974512507081,7467.40205440215,0.0,43695843.382495925,113545283297.32675,0.23952868484361411,0.2701522810854248,5.698979184053666e-13,-2.109543240258472e-12,-1.0,0.0003095052849797303,0.8440412988872803
0.00013492996996440545,7410.251927676262,0.0,43082552.5113252,110958546216.04143,0.23952868484361411,0.27156744040972725,5.862386816157151e-13,-2.1587222707183237e-12,-1.0,0.00031151516580578414,0.8412373452145983
0.00013597045070340064,7353.5391283680565,0.0,42478142.4754197,108430739004.2612,0.23952868484361411,0.2729865036858368,6.030402338709067e-13,-2.209047794405162e-12,-1.0,0.00031353140945748124,0.838486582361229
0.00013701895486497917,7297.260309936076,0.0,41882481.70862911,105960519148.4612,0.23952868484361411,0.2744094450497537,6.20315321306993e-13,-2.2605465391073554e-12,-1.0,0.0003155540987837308,0.8357882211695135
0.00013807554431987816,7241.412151447403,0.0,41295440.62169747,103546574719.64827,0.23952868484361411,0.2758362382664638,6.380770350256575e-13,-2.3132458557087233e-12,-1.0,0.00031758331732271766,0.8331414889645193
0.00013914028141593626,7185.991357381761,0.0,40716891.57233859,101187623676.59985,0.23952868484361411,0.27726685673082574,6.563388202070793e-13,-2.367173732714501e-12,-1.0,0.0003196191493062026,0.8305456290816124
0.0001402132289817721,7130.994657437075,0.0,40146708.83576553,98882413184.97595,0.23952868484361411,0.278701273468529,6.751144854573609e-13,-2.4223588111159438e-12,-1.0,0.0003216616796638415,0.8279999004095978
0.00014129445033049352,7076.418806336405,0.0,39584768.57566667,96629718951.93744,0.23952868484361411,0.28013946113712346,6.94418212396431e-13,-2.4788303996015894e-12,-1.0,0.00032371099402753645,0.82550357694883
0.00014238400926343137,7022.260583636557,0.0,39030948.81562447,94428344575.93076,0.23952868484361411,0.28158139202711313,7.142645654923441e-13,-2.5366184901229434e-12,-1.0,0.00032576717873580944,0.8230559473837455
0.00014348197007390656,6968.51679353794,0.0,38485129.410966225,92277120911.27718,0.23952868484361411,0.28302703806312524,7.346685021482818e-13,-2.595753773823253e-12,-1.0,0.0003278303208382011,0.8206563146692726
0.00014458839755102174,6915.184264696095,0.0,37947192.021044485,90174905447.24593,0.23952868484361411,0.284476370805144,7.556453830484338e-13,-2.656267657337404e-12,-1.0,0.0003299005080997018,0.8183039956305977
0.00014570335698348635,6862.259850034461,0.0,37417020.081936486,88120581701.26537,0.23952868484361411,0.28592936144981895,7.772109827693755e-13,-2.7181922794720218e-12,-1.0,0.00033197782900520217,0.8159983205758135
0.0001468269141634683,6809.740426558716,0.0,36894498.779559426,86113058625.96283,0.23952868484361411,0.2873859808318407,7.993815006634625e-13,-2.7815605282742874e-12,-1.0,0.0003340623727639791,0.8137386329209568
0.00014795913539047555,6757.622895172529,0.0,36379515.0231941,84151270029.7128,0.23952868484361411,0.2888461994253863,8.221735720210758e-13,-2.846406058498673e-12,-1.0,0.00033615422931420084,0.8115242888270048
0.0001491000874752702,6705.904180494598,0.0,35871957.41940934,82234174010.3814,0.23952868484361411,0.29030998734564,8.45604279518742e-13,-2.912763309481018e-12,-1.0,0.0003382534893274687,0.8093546568483767
0.0001502498377438088,6654.581230677277,0.0,35371716.24638421,80360752401.97777,0.23952868484361411,0.29177731435037824,8.696911649601207e-13,-2.980667523429075e-12,-1.0,0.00034036024421337847,0.8072291175925477
0.00015140845404121715,6603.65101722639,0.0,34878683.428618275,78530010233.90459,0.23952868484361411,0.2932481498416313,8.944522413173327e-13,-3.0501547641397004e-12,-1.0,0.0003424745861241184,0.8051470633903585
0.00015257600473579186,6553.110534822624,0.0,34392752.51202768,76740975202.53452,0.23952868484361411,0.2947224628674115,9.19906005079936e-13,-3.121261936152143e-12,-1.0,0.0003445966079590911,0.8031078979766497
0.00015375255872303653,6502.956801144093,0.0,33913818.63941768,74992697154.81827,0.23952868484361411,0.29620022212351543,9.460714489193912e-13,-3.1940268043481e-12,-1.0,0.00034672640336956426,0.8011110361808569
0.00015493818542972526,6453.186856690447,0.0,33441778.52632919,73284247583.66347,0.23952868484361411,0.29768139595539483,9.729680746766895e-13,-3.2684880140084426e-12,-1.0,0.00034886406676335683,0.7991559036272121
0.00015613295481800113,6403.797764608157,0.0,32976530.437250607,71614719134.80345,0.23952868484361411,0.2991659523601008,1.0006159066813594e-12,-3.3446851113377664e-12,-1.0,0.0003510096933095467,0.7972419364442178
0.00015733693738950388,6354.7866105172525,0.0,32517974.162191782,69983225124.90446,0.23952868484361411,0.3006538589882972,1.029035505409948e-12,-3.4226585644672555e-12,-1.0,0.00035316337894321777,0.7953685809830657
0.00015855020418952922,6306.1505023393765,0.0,32066010.993613653,68388899070.65091,0.23952868484361411,0.30214508314634514,1.0582479814924686e-12,-3.5024497849471726e-12,-1.0,0.0003553252203702288,0.7935352935447011
0.00015977282681122308,6257.886570127055,0.0,31620543.703707144,66830894228.55513,0.23952868484361411,0.3036395917984609,1.088275010075525e-12,-3.584101149740581e-12,-1.0,0.0003574953150720217,0.7917415401152247
