family_id,half_max_width_ln_a,half_max_z_max,half_max_z_min,peak_z,skew_ln_a,weighted_mean_z,z_gt_10_fraction,z_gt_1100_fraction,z_lt_0_5_fraction,z_lt_1_fraction
retained_gamma,1.4979285842663514,4.631518579398465,0.2591672017231432,2.046045926159605,-0.011599769911725392,1.7462766193811663,0.00021493715968548636,0.0,0.13759570828034948,0.2886205322953168
constant,9.210340371976182,9998.99999999999,0.0,9998.99999999999,0.0,98.99999999999996,0.7393661384487074,0.23978315262718938,0.043786488740617184,0.07547956630525438
powerlaw,1.6285172300741872,4.096312454533319,0.0,0.0,-1.2495700156606435,7.718308099956754,0.34749457455473837,0.03168672761017324,0.16072139973456423,0.261017418862967
logistic_transition,1.7360608207394637,4.674944710855416,0.0,0.0,-0.25290912501826895,1.4485212030482688,0.0017566778734047271,1.6238591566377637e-15,0.2319004999936367,0.39962566851167974
logistic_derivative,1.3827033085535552,4.377851932576839,0.34929969964405294,1.6937583405636296,-0.7253398594989461,2.015038541369241,0.0296044818799038,2.6728329430467307e-07,0.11845506517096598,0.26684082652117613
gaussian_ln_a,1.4287934188386737,4.503223880196081,0.31856056655604825,1.6937583405636296,-0.3464050195214154,1.880660835354632,0.010937033431443276,3.5434661840698924e-23,0.12252071210820643,0.2771897961327505
tomographic_3_bins,1.6592439702642663,4.2553361517412895,0.0,4.2553361517412895,-0.2285252999283745,1.7836982336281473,0.012338482986518056,0.0,0.18080359016360742,0.3116709506629804
tomographic_5_bins,1.9895564273076154,6.312289510886251,0.0,3.438191169673269,-0.09248530266902912,1.7607904712195226,0.003368913229939646,0.0,0.14670967188537845,0.30121172349179454
piecewise_linear_8_knots,1.505610269313871,4.588424755829854,0.23996999448791567,1.9088395500712356,-0.061754936288376465,1.7657000199850708,0.0006930105071732699,0.0,0.1392133851550408,0.2902034942172345
