product_id,source_figure,evidence_level,z,beta_mean,beta_68_low,beta_68_high,beta_95_low,beta_95_high,digitization_sigma
desi_dr2_cmb_desi,fig_reconstruct,digitized_uncertainty,0.79,-0.31790744466800813,-0.6217303822937624,-0.02012072434607637,-0.8973843058350099,0.26961770623742454,0.035
desi_dr2_cmb_desi,fig_reconstruct,digitized_uncertainty,0.8,-0.31790744466800813,-0.6217303822937624,-0.02012072434607637,-0.8490945674044266,0.2776659959758552,0.035
desi_dr2_cmb_desi,fig_reconstruct,digitized_uncertainty,0.81,-0.3098591549295775,-0.6156941649899395,-0.02012072434607637,-0.8490945674044266,0.2776659959758552,0.035
desi_dr2_cmb_desi,fig_reconstruct,digitized_uncertainty,0.8200000000000001,-0.3098591549295775,-0.6156941649899395,-0.02012072434607637,-0.8490945674044266,0.2776659959758552,0.035
desi_dr2_cmb_desi,fig_reconstruct,digitized_uncertainty,0.8300000000000001,-0.2615694164989941,-0.5271629778672033,0.028169014084507005,-0.816901408450704,0.31790744466800813,0.035
desi_dr2_cmb_desi,fig_reconstruct,digitized_uncertainty,0.84,-0.22937625754527158,-0.5070422535211268,0.04426559356136828,-0.8008048289738432,0.3340040241448692,0.035
desi_dr2_cmb_desi,fig_reconstruct,digitized_uncertainty,0.85,-0.2132796780684103,-0.4949698189134808,0.06036217303822933,-0.7847082494969819,0.35010060362173046,0.035
desi_dr2_cmb_desi,fig_reconstruct,digitized_uncertainty,0.86,-0.19315895372233416,-0.44466800804828976,0.08450704225352124,-0.7766599597585513,0.35814889336016087,0.035
desi_dr2_cmb_desi,fig_reconstruct,digitized_uncertainty,0.87,-0.18511066398390352,-0.44466800804828976,0.2937625754527162,-0.7364185110663986,0.37424547283702214,0.035
desi_dr2_cmb_desi,fig_reconstruct,digitized_uncertainty,0.88,-0.18511066398390352,-0.44466800804828976,0.2937625754527162,-0.7364185110663986,0.3822937625754528,0.035
desi_dr2_cmb_desi,fig_reconstruct,digitized_uncertainty,0.89,-0.18511066398390352,-0.4386317907444668,0.2937625754527162,-0.7364185110663986,0.3822937625754528,0.035
desi_dr2_cmb_desi,fig_reconstruct,digitized_uncertainty,0.9,-0.18511066398390352,-0.4386317907444668,0.08048289738430592,-0.7283702213279679,0.3822937625754528,0.035
desi_dr2_cmb_desi,fig_reconstruct,digitized_uncertainty,0.91,-0.18511066398390352,-0.43460764587525147,-0.03018108651911461,-0.7203219315895373,0.42253521126760574,0.035
desi_dr2_cmb_desi,fig_reconstruct,digitized_uncertainty,0.92,-0.14889336016096566,-0.4144869215291749,-0.03018108651911461,-0.704225352112676,0.4386317907444668,0.035
desi_dr2_cmb_desi,fig_reconstruct,digitized_uncertainty,0.93,-0.13279678068410483,-0.39839034205231405,-0.03018108651911461,-0.6961770623742454,0.45472837022132806,0.035
desi_dr2_cmb_desi,fig_reconstruct,digitized_uncertainty,0.9400000000000001,-0.11670020120724356,-0.3903420523138834,0.16498993963782693,-0.6881287726358147,0.4627766599597585,0.035
desi_dr2_cmb_desi,fig_reconstruct,digitized_uncertainty,0.9500000000000001,-0.10865191146881292,-0.3420523138832996,0.42253521126760574,-0.6800804828973841,0.47887323943661975,0.035
desi_dr2_cmb_desi,fig_reconstruct,digitized_uncertainty,0.96,-0.10865191146881292,-0.3420523138832996,0.42253521126760574,-0.6398390342052314,0.4949698189134808,0.035
desi_dr2_cmb_desi,fig_reconstruct,digitized_uncertainty,0.97,-0.10865191146881292,-0.3420523138832996,0.42253521126760574,-0.6398390342052314,0.4949698189134808,0.035
desi_dr2_cmb_desi,fig_reconstruct,digitized_uncertainty,0.98,-0.10060362173038229,-0.3420523138832996,0.2776659959758552,-0.6398390342052314,0.4949698189134808,0.035
desi_dr2_cmb_desi,fig_reconstruct,digitized_uncertainty,0.99,-0.10060362173038229,-0.3420523138832996,0.2776659959758552,-0.6317907444668007,0.5432595573440644,0.035
desi_dr2_cmb_desi,fig_reconstruct,digitized_uncertainty,1.0,-0.05231388329979891,-0.32193158953722345,0.2776659959758552,-0.6237424547283701,0.5593561368209254,0.035
desi_dr2_cmb_desi,fig_reconstruct,digitized_uncertainty,1.01,-0.028169014084507005,-0.30784708249496984,0.2937625754527162,-0.6156941649899395,0.5754527162977867,0.035
desi_dr2_cmb_desi,fig_reconstruct,digitized_uncertainty,1.02,0.26961770623742454,-0.2937625754527162,0.31790744466800813,-0.6076458752515093,0.591549295774648,0.035
desi_dr2_cmb_desi,fig_reconstruct,digitized_uncertainty,1.03,0.2937625754527162,-0.2676056338028171,0.5432595573440644,-0.5995975855130786,0.607645875251509,0.035
desi_dr2_cmb_desi,fig_reconstruct,digitized_uncertainty,1.04,0.2937625754527162,-0.2575452716297788,0.5432595573440644,-0.591549295774648,0.6156941649899397,0.035
desi_dr2_cmb_desi,fig_reconstruct,digitized_uncertainty,1.05,0.2937625754527162,-0.2575452716297788,0.5432595573440644,-0.5593561368209254,0.6156941649899397,0.035
desi_dr2_cmb_desi,fig_reconstruct,digitized_uncertainty,1.06,0.05231388329979869,-0.2535211267605635,0.36820925553319916,-0.5593561368209254,0.6156941649899397,0.035
desi_dr2_cmb_desi,fig_reconstruct,digitized_uncertainty,1.07,0.05231388329979869,-0.2535211267605635,0.36820925553319916,-0.5593561368209254,0.6720321931589537,0.035
desi_dr2_cmb_desi,fig_reconstruct,digitized_uncertainty,1.08,0.05231388329979869,-0.2535211267605635,0.36820925553319916,-0.5513078470824948,0.688128772635815,0.035
desi_dr2_cmb_desi,fig_reconstruct,digitized_uncertainty,1.09,0.0764587525150906,-0.22937625754527158,0.3822937625754528,-0.5432595573440642,0.6961770623742454,0.035
desi_dr2_cmb_desi,fig_reconstruct,digitized_uncertainty,1.1,0.10060362173038229,-0.2132796780684103,0.39839034205231383,-0.535211267605634,0.7122736418511066,0.035
desi_dr2_cmb_desi,fig_reconstruct,digitized_uncertainty,1.11,0.3661971830985915,-0.16498993963782693,0.647887323943662,-0.5271629778672033,0.7203219315895373,0.035
desi_dr2_cmb_desi,fig_reconstruct,digitized_uncertainty,1.12,0.3661971830985915,-0.16498993963782693,0.647887323943662,-0.5191146881287727,0.7283702213279679,0.035
