product_id,source_figure,representation,family_id,family_class,parameter_count_fixed_mode,parameter_count_descriptive_mode,rms_error,uncertainty_weighted_rms,max_error,peak_offset_delta_z,weighted_mean_offset_delta_z,support_overlap,high_z_support_capture,low_z_mismatch,transition_mismatch,explained_fraction_vs_zero,compression_efficiency_fixed_mode,aic_like_fixed_mode,bic_like_fixed_mode,aic_like_descriptive_mode,bic_like_descriptive_mode,fit_parameters
desi_dr2_cmb_desi,fig_reconstruct,positive_support,logistic_pulse,smooth_pulse,2,2,0.11755663051487858,0.11755663051487858,0.3385241338119327,0.6299999999999999,0.013220956255584282,0.7991288586415238,0.8562423273824674,0.04352741803069702,0.08604154931799897,0.94717694922431,0.473588474612155,7.468709905880932,14.519615784144499,7.468709905880932,14.519615784144499,"{""center_ln_a"": -1.252762968495368, ""center_z"": 2.5, ""width_ln_a"": 0.17310924369747901}"
desi_dr2_cmb_desi,fig_reconstruct,positive_support,tomographic_3_bins,tomographic,3,3,0.2561506410774367,0.2561506410774367,0.7172995780590717,0.56,0.08256526048721691,0.6556205716633601,0.7500522204119143,0.06179611684303657,0.11968771262502056,0.7492042831152218,0.24973476103840728,22.468900882019827,33.04525969941518,22.468900882019827,33.04525969941518,"{""n_bins"": 3.0}"
desi_dr2_cmb_desi,fig_reconstruct,positive_support,tomographic_5_bins,tomographic,5,5,0.15962121681681785,0.15962121681681785,0.7172995780590717,0.14000000000000012,0.02098100613604359,0.7581198257755984,0.8194382698058693,0.02071869124690549,0.09203065701465979,0.902610876911458,0.1805221753822916,16.395212147378473,34.02247684303739,16.395212147378473,34.02247684303739,"{""n_bins"": 5.0}"
desi_dr2_cmb_desi,fig_reconstruct,evidence_weighted_support,zero_coupling,zero,0,0,0.47560642330450115,0.5725810039098533,0.9556451612903227,1.87,1.9844911275126456,0.0,0.0,0.0,0.01867812093575383,0.0,0.0,57.165865610577356,57.165865610577356,57.165865610577356,57.165865610577356,{}
desi_dr2_cmb_desi,fig_reconstruct,evidence_weighted_support,retained_gamma,retained,0,2,0.5670928030732518,0.49776236773926796,0.8717239071781595,0.16999999999999993,0.5791079566585726,0.38331851332883654,0.7166053954201204,0.6182906888869437,0.7610293597475305,0.2442637611401809,0.2442637611401809,43.20231626770361,43.20231626770361,47.20231626770361,54.25322214596717,{}
desi_dr2_cmb_desi,fig_reconstruct,evidence_weighted_support,logistic_transition,transition,2,2,0.10213384224564626,0.10616269846928876,0.46536321785051765,0.6299999999999999,0.023880171571136977,0.8129405350371678,0.864297517876546,0.015403625193251618,0.04292370067050936,0.965622837529785,0.4828114187648925,5.965200249845298,13.016106128108865,5.965200249845298,13.016106128108865,"{""center_ln_a"": -0.9917706833921665, ""center_z"": 1.6960040179653113, ""width_ln_a"": 0.11394957983193277}"
desi_dr2_cmb_desi,fig_reconstruct,evidence_weighted_support,gaussian_ln_a,smooth_pulse,2,2,0.10413782766197745,0.11211956760570738,0.4488206257265011,0.6299999999999999,0.0013124593204936197,0.8159511596223223,0.8551213446062839,0.008364702810828404,0.03198834461315081,0.9616567468299178,0.4808283734149589,6.191925257793266,13.242831136056832,6.191925257793266,13.242831136056832,"{""center_ln_a"": -1.252762968495368, ""center_z"": 2.5, ""width_ln_a"": 0.23226890756302523}"
desi_dr2_cmb_desi,fig_reconstruct,evidence_weighted_support,logistic_pulse,smooth_pulse,2,2,0.11119802960692028,0.11433140787361117,0.45497426211894393,0.6299999999999999,0.052779047271239055,0.7875844623203496,0.8549678991940711,0.030181858187915838,0.06440470781100455,0.9601289905242831,0.48006449526214157,6.27926076944689,13.330166647710456,6.27926076944689,13.330166647710456,"{""center_ln_a"": -1.252762968495368, ""center_z"": 2.5, ""width_ln_a"": 0.15831932773109245}"
desi_dr2_cmb_desi,fig_reconstruct,evidence_weighted_support,tomographic_3_bins,tomographic,3,3,0.3070768926553196,0.3056928088555519,0.8855533035042769,0.56,0.11722745915634869,0.617717976945541,0.7083941878599419,0.02673437709285204,0.052677921455032736,0.7149660616172577,0.2383220205390859,22.29421181604143,32.870570633436785,22.29421181604143,32.870570633436785,"{""n_bins"": 3.0}"
desi_dr2_cmb_desi,fig_reconstruct,evidence_weighted_support,tomographic_5_bins,tomographic,5,5,0.15932648888991466,0.16737684176261022,0.8845065349387671,0.14000000000000012,0.02770603100148472,0.7362744464260818,0.7900665026853763,0.007716286391789491,0.053876228816398385,0.9145490556858873,0.18290981113717747,14.8848771989575,32.51214189461641,14.8848771989575,32.51214189461641,"{""n_bins"": 5.0}"
desi_dr2_desy5,fig_reconstruct,signed_history,zero_coupling,zero,0,0,0.42570016520351295,0.37452099295441055,1.0,0.09,1.2613971710173615,0.0,0.0,0.3788235294117648,0.15730701343611544,0.0,0.0,271.4216435122839,271.4216435122839,271.4216435122839,271.4216435122839,{}
desi_dr2_desy5,fig_reconstruct,signed_history,retained_gamma,retained,0,2,0.7858835591599798,0.7890421808515121,1.4183940528163703,1.95,0.14398599983671168,0.40037269862393016,0.4544983594137422,0.9851473089718712,0.8513577823755697,-3.4386214609463295,-3.4386214609463295,1204.7379318589474,1204.7379318589474,1208.7379318589474,1215.788837737211,{}
desi_dr2_desy5,fig_reconstruct,signed_history,logistic_transition,transition,2,2,0.1481419055695683,0.1274859506873937,0.40920716112531963,0.09,0.0038500286209290913,0.7458336935818056,0.7855999718272828,0.13814057172908167,0.09513035077921829,0.8841296492639256,0.4420648246319628,35.449721031130096,42.50062690939366,35.449721031130096,42.50062690939366,"{""center_ln_a"": -0.7203387068848366, ""center_z"": 1.0551291791747825, ""width_ln_a"": 1.8}"
