32.000000,-0.612634,-0.613639,-0.302192,-0.297879,0.008238,0.013136,0.377618,0.371230
36.000000,-0.716426,-0.724137,-0.353307,-0.357001,-0.021468,-0.022097,0.351735,0.345533
40.000000,-0.779680,-0.791244,-0.392405,-0.401086,-0.049277,-0.054186,0.339287,0.333548
44.000000,-0.796472,-0.807078,-0.415115,-0.426341,-0.076341,-0.084093,0.315652,0.308593
48.000000,-0.789585,-0.791924,-0.429816,-0.441527,-0.098041,-0.107775,0.293915,0.285537
52.000000,-0.732032,-0.721218,-0.433253,-0.444214,-0.112401,-0.123415,0.277926,0.269061
56.000000,-0.692609,-0.675050,-0.437937,-0.447515,-0.128103,-0.139875,0.259101,0.249051
60.000000,-0.711149,-0.695711,-0.439919,-0.448552,-0.138136,-0.150285,0.239214,0.228261
64.000000,-0.798861,-0.791837,-0.440107,-0.448814,-0.154816,-0.167147,0.221969,0.210054
68.000000,-0.876812,-0.880044,-0.447357,-0.456720,-0.161953,-0.174312,0.207514,0.194683
72.000000,-0.922057,-0.931732,-0.453734,-0.464125,-0.170164,-0.182637,0.192235,0.178503
76.000000,-0.946994,-0.960256,-0.456635,-0.467831,-0.178607,-0.191238,0.173230,0.158556
80.000000,-0.962620,-0.976378,-0.451152,-0.461773,-0.184692,-0.196883,0.159668,0.144321
84.000000,-0.943157,-0.952753,-0.434422,-0.441276,-0.180112,-0.190076,0.146121,0.130229
88.000000,-0.877550,-0.876061,-0.404319,-0.401926,-0.167352,-0.171661,0.140837,0.125738
92.000000,-0.780859,-0.760616,-0.356285,-0.339146,-0.141198,-0.136799,0.142550,0.129574
96.000000,-0.658661,-0.616827,-0.298819,-0.265288,-0.107943,-0.093746,0.150335,0.139608
100.000000,-0.544460,-0.485693,-0.256006,-0.211058,-0.084826,-0.063845,0.156021,0.147293
104.000000,-0.501776,-0.439039,-0.243516,-0.196920,-0.079866,-0.057638,0.154826,0.147117
108.000000,-0.543784,-0.491896,-0.259347,-0.220347,-0.096471,-0.077507,0.146989,0.139562
112.000000,-0.627103,-0.594135,-0.291374,-0.266079,-0.124354,-0.110712,0.130205,0.123496
116.000000,-0.706827,-0.693975,-0.326966,-0.315631,-0.153098,-0.144370,0.115772,0.109590
120.000000,-0.755994,-0.759415,-0.355734,-0.355614,-0.177083,-0.171928,0.103474,0.097928
124.000000,-0.779092,-0.792319,-0.375338,-0.382123,-0.193617,-0.190438,0.092205,0.087386
128.000000,-0.784707,-0.801362,-0.385300,-0.394989,-0.202664,-0.200234,0.083885,0.079677
132.000000,-0.780599,-0.795751,-0.384088,-0.393523,-0.207256,-0.204733,0.076307,0.072680
136.000000,-0.747319,-0.757802,-0.377020,-0.384197,-0.206887,-0.203774,0.069042,0.066071
140.000000,-0.720003,-0.723368,-0.362363,-0.365650,-0.201925,-0.197951,0.064430,0.062214
144.000000,-0.669589,-0.663647,-0.344872,-0.343620,-0.195581,-0.190592,0.059385,0.057918
148.000000,-0.609460,-0.592733,-0.327497,-0.321612,-0.188277,-0.182199,0.054048,0.053343
152.000000,-0.556581,-0.528515,-0.309028,-0.298476,-0.181473,-0.174298,0.049585,0.049717
156.000000,-0.501426,-0.462261,-0.291530,-0.276481,-0.172720,-0.164564,0.045923,0.046941
160.000000,-0.440437,-0.391577,-0.274127,-0.254763,-0.166156,-0.156988,0.040814,0.042732
164.000000,-0.388236,-0.330449,-0.256593,-0.233072,-0.159014,-0.148957,0.037430,0.040272
168.000000,-0.341422,-0.275028,-0.238731,-0.211196,-0.151605,-0.140714,0.033760,0.037616
172.000000,-0.295310,-0.220679,-0.220094,-0.188602,-0.144711,-0.133013,0.031900,0.036774
176.000000,-0.250106,-0.167352,-0.200868,-0.165412,-0.138550,-0.126044,0.030120,0.036034
