# w(z) comparison over z_desi grid
z,w_QFUDS_tanh,w_DESI_CPL
0.31344537815126045,2.1903485254691697,0.0033258247359887637,0.5675639467755986,0.4291102284884126
0.3214285714285714,2.1111111111111116,0.0032038160280391296,0.5606678049068476,0.4361283790651132
0.32941176470588235,2.0357142857142856,0.0030807311468948177,0.5525180566718548,0.44440121218125017
0.33739495798319324,1.9638854296388546,0.0029566930581554777,0.5431232575128084,0.4539200494290361
0.34537815126050414,1.895377128953772,0.002832185406337509,0.5325619224858178,0.46460589210784475
0.3533613445378151,1.8299643281807376,0.0027079655817100175,0.5209736398538194,0.47631839456447056
0.36134453781512604,1.7674418604651163,0.0025849375652859767,0.5085400046739078,0.4888750577608063
0.36932773109243694,1.7076222980659845,0.002464021005324491,0.4954614786196599,0.5020745003750156
0.37731092436974784,1.6503340757238312,0.002346047310988361,0.48193638551872003,0.5157175671702916
0.3852941176470588,1.5954198473282446,0.0022316970379043016,0.46814585902966377,0.529622443932432
0.39327731092436974,1.5427350427350426,0.0021214767758345595,0.45424561553163506,0.5436329076925304
