# S8 summary table
model,D_ratio,sigma8,S8,dS8_vs_LCDM
ΛCDM,1.0,0.81,0.8300030120427276,0.0
CP1 hand-tanh V2,0.8120011570422638,0.6577209372042337,0.6739634061272588,-0.15603960591546884
CP3 density-driven,0.8155979847354194,0.6606343676356898,0.6769487839463767,-0.15305422809635094

# fsigma8(z) curves
z,ΛCDM,CP1 hand-tanh V2,CP3 density-driven
0.07910820597360901,0.44561301193040487,0.36165311725728067,0.36327961081066207
0.07988482189104462,0.44577084714612014,0.36178108113281,0.3634081678163425
0.08066255644821774,0.44592842584526793,0.36190883640962745,0.363536515341051
0.08144141206380717,0.4460857468467312,0.36203638212734685,0.36366465242011103
0.08222139116347105,0.44624280896671165,0.3621637173234503,0.3637925780867146
0.08300249617986943,0.4463996110187316,0.3622908410332899,0.36392029137192156
0.08378472955269123,0.44655615181363595,0.36241775229008566,0.3640477913046594
0.08456809372867857,0.44671243015959583,0.3625444501249263,0.3641750769117228
0.08535259116165306,0.4468684448621094,0.3626709335667694,0.364302147217773
0.08613822431254126,0.4470241947240058,0.3627972016424406,0.3644290012453376
0.0869249956493996,0.4471796785454465,0.36292325337663417,0.36455563801481067
0.08771290764744166,0.44733489512392843,0.36304908779191314,0.3646820565444516
0.08850196278906286,0.4474898432542856,0.36317470390870904,0.36480825585038623
0.08929216356386749,0.44764452172869246,0.3633001007453222,0.36493423494660576
0.09008351246869384,0.4477989293366648,0.3634252773179222,0.36505999284496704
0.09087601200764128,0.44795306486506387,0.3635502326405477,0.3651855285551925
0.0916696646920967,0.44810692709809774,0.3636749657251073,0.36531084108487066
0.09246447304076066,0.44826051481732354,0.36379947558138004,0.36543592943945596
0.09326043957967456,0.44841382680165065,0.3639237612170409,0.36556079262226865
0.09405756684224631,0.4485668618273424,0.36404782163967414,0.3656854296344954
0.09485585736927837,0.44871961866801835,0.364171655853686,0.3658098394751898
0.09565531370899416,0.4488720960946574,0.36429526285995495,0.3659340211412723
0.09645593841706579,0.44902429287559964,0.3644186416572565,0.3660579736275309
0.09725773405664029,0.44917620777654865,0.3645417912422631,0.3661816959266214
0.09806070319836735,0.4493278395605747,0.36466471060954314,0.3663051870290682
0.09886484842042753,0.44947918698811584,0.3647873987515626,0.36642844592326496
0.09967017230855912,0.4496302488169817,0.3649098546586832,0.36655147159547447
0.10047667745608546,0.44978102380235485,0.3650320773191638,0.3666742630298306
0.10128436646394401,0.44993151069679393,0.36515406571916076,0.3667968192103683
0.10209324194071345,0.45008170825023586,0.3652758188427267,0.3669191391193342
0.10290330650264146,0.45023161520999816,0.36539733567181193,0.3670412217339816
0.10371456277367375,0.4503812303207815,0.36551861518626516,0.367163066029454
0.10452701338548209,0.45053055232467265,0.36563965636383283,0.3672846709787987
0.10534066097749273,0.45067957996114644,0.3657604581801604,0.36740603555296664
0.106155508196915,0.4508283119670681,0.36588101960879243,0.36752715872081293
0.10697155769876932,0.4509767470766965,0.36600133962117387,0.36764803944909663
0.10778881214591784,0.4511248840216864,0.36612141718665003,0.36776867670248187
0.10860727420909111,0.45127272153109066,0.3662412512724676,0.36788906944353655
0.10942694656691931,0.4514202583313637,0.36636084084377585,0.36800921663273484
0.1102478319059601,0.45156749314636313,0.36648018486362677,0.36812911722845587
0.11106993292072787,0.45171442469735296,0.3665992822929767,0.36824877018698576
0.1118932523137246,0.45186105170267393,0.36671813209068704,0.36836817446251685
0.11271779279546768,0.4520073728670299,0.3668367332135255,0.3684873290071497
0.11354355708452157,0.452153386899547,0.36695508461616666,0.3686062327708931
0.11437054790752588,0.45229909251274153,0.3670731852511943,0.3687248847016648
0.11519876799922635,0.4524444884164629,0.36719103406910153,0.36884328374529346
0.11602822010250491,0.45258957331790106,0.3673086300182925,0.3689614288455179
0.11685890696840984,0.4527343459215912,0.3674259720450845,0.36907931894399015
0.11769083135618619,0.45287880492941907,0.3675430590937082,0.3691969529802753
0.11852399603330666,0.45302294904062756,0.36765989010631006,0.3693143298918526
0.11935840377550111,0.45316677695182117,0.367776464022954,0.36943144861411753
0.12019405736678923,0.45331028735697304,0.3678927797816219,0.3695483080803827
0.12103095959951005,0.45345347894742816,0.3680088363182166,0.36966490722187945
0.12186911327435346,0.4535963504119114,0.36812463256656347,0.3697812449677588
0.12270852120039177,0.45373890043653115,0.3682401674592493,0.3698973202450937
0.1235491861951108,0.45388112770478567,0.3683554399289742,0.3700131319788803
0.12439111108444112,0.4540230308975682,0.3684704489031742,0.37012867909203945
0.12523429870279035,0.45416460869317193,0.3685851933069092,0.3702439605054188
0.12607875189307438,0.4543058597672967,0.3686996720632003,0.37035897513779464
0.12692447350674985,0.45444678279305306,0.3688138840930319,0.3704737219058734
0.12777146640384607,0.45458737644096825,0.36892782831535337,0.37058819972429424
0.1286197334529966,0.45472763937899124,0.3690415036470795,0.3707024075056302
0.12946927753147297,0.45486757027249863,0.36915490900309206,0.3708163441603909
0.13032010152521578,0.4550071677842993,0.36926804329624113,0.3709300085970251
0.13117220832886844,0.45514643057464016,0.3693809054373474,0.37104339972192185
0.13202560084580983,0.4552853573012115,0.36949349433520207,0.37115651643964515
