a,D_over_a_LCDM,D_over_a_V2,fsig8_LCDM,fsig8_V2
0.3633186593296648,0.8856186575022028,0.7201228823774608,0.34735145120774347,0.2808317346733424
0.3638184092046023,0.885553782208189,0.7200648093343636,0.34772983799554164,0.281147972336548
0.36431815907953974,0.8854887558515052,0.7200066634879352,0.34810774178087994,0.2814637252187828
0.3648179089544772,0.8854235783609493,0.7199484441722684,0.34848516189920103,0.28177899344370044
0.3653176588294147,0.8853582496664937,0.7198901507325788,0.34886209775731186,0.2820937770333753
0.36581740870435214,0.8852927696995914,0.7198317825218778,0.34923854885324274,0.2824080760821578
0.3663171585792896,0.8852271383933621,0.7197733388997183,0.3496145147546217,0.2827218906691536
0.3668169084542271,0.8851613556825021,0.7197148192330334,0.34998999497060695,0.2830352207882441
0.36731665832916455,0.8850954215027133,0.7196562228975315,0.35036498856324527,0.28334806630478937
0.367816408204102,0.8850293357893801,0.7195975492781314,0.3507394944273368,0.2836604269482466
0.3683161580790395,0.8849630984775497,0.7195387977669306,0.35111351153902554,0.2839723023500416
0.36881590795397695,0.8848967095021952,0.7194799677572272,0.3514870389404421,0.28428369213612026
0.3693156578289144,0.8848301687984328,0.7194210586368265,0.35186007574030714,0.2845945960749673
0.3698154077038519,0.8847634763017354,0.7193620698155931,0.3522326211145343,0.28490501408088487
0.37031515757878936,0.8846966319481463,0.7193030007085588,0.3526046743068303,0.28521494612018544
0.3708149074537268,0.8846296356754995,0.7192438507353701,0.35297623464152905,0.28552439223467574
0.3713146573286643,0.8845624874199396,0.7191846193226847,0.35334730146974086,0.28583335253916836
0.37181440720360176,0.884495187121119,0.7191253059043989,0.35371787427466034,0.2861418272339893
0.3723141570785392,0.8844277347218282,0.7190659099218569,0.35408795262888926,0.286449816609406
0.3728139069534767,0.884360130163049,0.7190064308239515,0.354457536036532,0.2867573210156644
0.37331365682841416,0.8842923733842428,0.718946868067038,0.35482662384550345,0.28706434070705933
0.3738134067033516,0.8842244643263556,0.7188872211140331,0.3551952152233784,0.2873708754411766
0.3743131565782891,0.884156402934952,0.7188274894332355,0.35556330918845014,0.2876769249298415
0.37481290645322657,0.8840881891609071,0.7187676724984787,0.355930904687581,0.28798248896412326
0.375312656328164,0.8840198229561252,0.7187077697893136,0.3562980007123207,0.28828756740721145
0.3758124062031015,0.8839513042617682,0.7186477807911797,0.35666459644468446,0.2885921601949629
0.376312156078039,0.8838826330040341,0.7185877049955757,0.3570306912654414,0.2888962673364475
0.3768119059529764,0.8838138091371809,0.7185275419002285,0.35739628434687143,0.28919988891449144
0.3773116558279139,0.8837448326080012,0.7184672910100349,0.3577613750204746,0.2895030250950175
0.3778114057028514,0.8836757033632234,0.7184069518345396,0.358125962691652,0.28980567608784386
0.3783111555777889,0.8836064213507501,0.7183465238913496,0.35849004683190466,0.2901078422291326
0.37881090545272633,0.8835369865198569,0.7182860067062687,0.35885362698180473,0.29040952394284875
0.3793106553276638,0.8834673988213632,0.7182253998094256,0.3592167027432387,0.29071072159049555
0.3798104052026013,0.8833976582076674,0.718164702735904,0.35957927362569814,0.2910114353814547
0.38031015507753874,0.8833277646317831,0.718103915028419,0.3599413386689298,0.29131166534262065
0.3808099049524762,0.8832577180464626,0.7180430362394562,0.3603028968699978,0.29161141134371416
0.3813096548274137,0.8831875184043226,0.7179820659303178,0.3606639472854055,0.2919106731746146
0.38180940470235114,0.8831171656580257,0.7179210036645464,0.36102448903087503,0.2922094506710072
0.3823091545772886,0.8830466597604576,0.717859848994583,0.3613845212818523,0.2925077438713351
0.3828089044522261,0.8829760006649076,0.717798601487349,0.36174404327401155,0.292805552852614
0.38330865432716354,0.8829051883270396,0.7177372607244772,0.36210305431957984,0.29310287772628796
0.383808404202101,0.8828342226989443,0.7176758262870787,0.36246155374101036,0.2933997186149334
0.3843081540770385,0.8827631037358599,0.7176142977624584,0.3628195409743445,0.29369607577776896
0.38480790395197595,0.8826918313966915,0.7175526747445977,0.36317701555681436,0.2939919496461866
0.3853076538269134,0.8826204056401349,0.7174909568337436,0.36353397704005913,0.2942873407281021
0.3858074037018509,0.8825488264236845,0.7174291436356812,0.3638904249267595,0.29458224945585154
0.38630715357678835,0.8824770937045473,0.7173672347612615,0.3642463586300237,0.2948766760531423
0.3868069034517258,0.8824052074414935,0.717305229826752,0.3646017774548522,0.29517062049735876
0.3873066533266633,0.8823331675966898,0.717243128455568,0.36495668060099445,0.2954640826543064
0.38780640320160076,0.8822609741365653,0.7171809302784231,0.36531106718650713,0.2957570625039527
0.3883061530765382,0.8821886270307739,0.7171186349243186,0.3656649362913101,0.2960495598894264
0.3888059029514757,0.8821161262483247,0.7170562420288188,0.36601828702002975,0.29634157477929085
0.38930565282641316,0.8820434717499614,0.7169937512324863,0.3663711185834079,0.29663310721480923
0.3898054027013506,0.8819706634776607,0.7169311621807625,0.3667234303911707,0.2969241573006512
0.3903051525762881,0.8818977013962491,0.7168684745241043,0.36707522183260993,0.29721472520532766
0.39080490245122557,0.8818245854758766,0.7168056879181198,0.3674264922340178,0.29750481116162325
0.391304652326163,0.881751315683264,0.7167428020237032,0.36777724111813254,0.297794415467027
0.3918044022011005,0.8816778919876115,0.7166798165071675,0.3681274680829637,0.29808353848416047
0.39230415207603797,0.8816043143569914,0.7166167310403788,0.368477172707169,0.298372180641205
0.3928039019509755,0.8815305827577694,0.7165535453011913,0.36882635448790274,0.2986603424564933
0.3933036518259129,0.8814566971559692,0.7164902589721739,0.3691750128084817,0.2989480240983966
0.3938034017008504,0.8813826575195024,0.7164268717406276,0.3695231469331868,0.299235225395927
0.3943031515757879,0.8813084638202028,0.7163633832981974,0.36987075602648567,0.2995219461789936
0.39480290145072533,0.8812341160346078,0.7162997933396368,0.3702178391939346,0.2998081863150162
0.3953026513256628,0.8811596141424451,0.7162361015627035,0.37056439554198634,0.30009394572765014
0.3958024012006003,0.881084958121794,0.7161723076687768,0.3709104242538997,0.3003792244036994
0.39630215107553773,0.8810101479398936,0.716108411363784,0.37125592467892005,0.3006640223922807
0.3968019009504752,0.8809351835464118,0.7160444123590235,0.3716008963812615,0.30094833980034597
0.3973016508254127,0.8808600649231831,0.7159803103714784,0.3719453386875933,0.30123217678870723
0.39780140070035014,0.8807847920462154,0.7159161051232178,0.3722892509941629,0.30151553357275584
0.3983011505752876,0.8807093648927623,0.7158517963394874,0.37263263288495685,0.3017984104321051
0.3988009004502251,0.8806337834413427,0.7157873837453242,0.3729754839908147,0.3020808077323729
0.39930065032516254,0.8805580476689914,0.7157228670735202,0.3733178039032383,0.30236272588112867
0.3998004002001,0.8804821575511896,0.715658246064917,0.3736595921207363,0.30264416525751214
0.4003001500750375,0.8804061130634446,0.7155935204630338,0.3740008480246925,0.3029251259080272
0.40079989994997495,0.8803299141834993,0.715528690015596,0.3743415708817201,0.30320560763427834
0.4012996498249124,0.8802535608931616,0.7154637544710136,0.3746817598694256,0.3034856103665152
0.4017993996998499,0.8801770531787578,0.7153987135828747,0.3750214141224757,0.30376513379493564
0.40229914957478735,0.880100391029214,0.7153335671078022,0.37536053279582754,0.3040441778460777
0.4027988994497248,0.8800235744307929,0.7152683148053502,0.3756991151419486,0.3043227425146759
0.4032986493246623,0.8799466033575125,0.7152029564387957,0.37603716059882153,0.30460082782062414
0.40379839919959976,0.8798694777704006,0.7151374917750508,0.37637466877545306,0.3048784338374935
0.4042981490745372,0.8797921976637918,0.7150719205848004,0.37671163898029875,0.3051555606934109
0.4047978989494747,0.8797147630218277,0.7150062426434725,0.37704807068756185,0.30543220858509873
0.40529764882441216,0.8796371738307727,0.7149404577274637,0.3773839635095113,0.30570837770765874
0.4057973986993496,0.8795594300775089,0.7148745656216003,0.37771931708774603,0.30598406841809356
0.4062971485742871,0.8794815317479779,0.7148085661145126,0.37805413102545354,0.30625928109265604
0.40679689844922456,0.8794034788275567,0.7147424589950987,0.37838840484390707,0.3065340159678443
0.407296648324162,0.8793252713025087,0.7146762440536273,0.37872213796186294,0.3068082730733072
0.4077963981990995,0.8792469091616599,0.7146099210849662,0.3790553296965043,0.3070820522412307
0.40829614807403697,0.8791683923974539,0.7145434898914552,0.3793879792845627,0.3073553531766207
0.4087958979489744,0.8790897210055536,0.7144769502829574,0.3797200859222338,0.30762817557273775
0.4092956478239119,0.8790108949821624,0.7144103020716575,0.38005164882248893,0.30790051925577755
0.4097953976988494,0.8789319143182451,0.7143435450591966,0.3803826672883663,0.3081723843426065
0.4102951475737869,0.8788527789901004,0.7142766790461236,0.38071314079966967,0.3084437709432389
0.4107948974487243,0.8787734889852706,0.7142097038542012,0.3810430688523736,0.3087146789287055
0.4112946473236618,0.8786940443022373,0.7141426193009088,0.381372450825125,0.3089851083725142
0.4117943971985993,0.8786144449336867,0.7140754252069728,0.3817012862679248,0.3092550593966857
0.41229414707353673,0.8785346908755606,0.7140081213964691,0.38202957481833344,0.3095245321732428
0.4127938969484742,0.8784547821239428,0.7139407076969245,0.3823573161329748,0.3097935269263951
0.4132936468234117,0.8783747186739688,0.7138731839394111,0.3826845098367276,0.3100620439306476
0.41379339669834914,0.8782945005201723,0.7138055499586156,0.3830111554887981,0.31033008349443075
0.4142931465732866,0.8782141276576813,0.7137378055926328,0.38333725256485973,0.3105976456607061
0.4147928964482241,0.8781336000836838,0.713669950681953,0.3836628004544357,0.31086473014383076
0.41529264632316154,0.8780529177985922,0.7136019850691391,0.38398779847268905,0.31113133668692017
0.415792396198099,0.8779720808063358,0.7135339085989197,0.38431224588577967,0.3113974650769578
